datetime,CDD,CWD,Prcp1,SDII,,,year,month
1987-08-31,10.0,2.0,25.806451612903224,6.76125,1987,Aug,1987,Aug
1987-09-30,6.0,3.0,36.666666666666664,10.182727272727272,1987,Sep,1987,Sep
1987-10-31,11.0,3.0,29.03225806451613,6.524444444444445,1987,Oct,1987,Oct
1987-11-30,7.0,3.0,33.33333333333333,12.628,1987,Nov,1987,Nov
1987-12-31,8.0,2.0,22.58064516129032,9.031428571428572,1987,Dec,1987,Dec
1988-01-31,4.0,2.0,32.25806451612903,3.053,1988,Jan,1988,Jan
1988-02-29,6.0,3.0,55.172413793103445,6.210625,1988,Feb,1988,Feb
1988-03-31,10.0,2.0,19.35483870967742,5.406666666666666,1988,Mar,1988,Mar
1988-04-30,9.0,4.0,43.333333333333336,6.2361538461538455,1988,Apr,1988,Apr
1988-05-31,10.0,2.0,22.58064516129032,7.358571428571429,1988,May,1988,May
1988-06-30,21.0,3.0,16.666666666666664,14.414000000000001,1988,Jun,1988,Jun
1988-07-31,9.0,1.0,19.35483870967742,5.368333333333333,1988,Jul,1988,Jul
1988-08-31,6.0,5.0,48.38709677419355,10.93,1988,Aug,1988,Aug
1988-09-30,8.0,2.0,23.333333333333332,6.018571428571429,1988,Sep,1988,Sep
1988-10-31,3.0,3.0,41.935483870967744,7.443076923076924,1988,Oct,1988,Oct
1988-11-30,6.0,4.0,34.48275862068966,6.586,1988,Nov,1988,Nov
1988-12-31,7.0,3.0,35.483870967741936,4.341818181818182,1988,Dec,1988,Dec
1989-01-31,5.0,4.0,35.483870967741936,7.467272727272728,1989,Jan,1989,Jan
1989-02-28,6.0,2.0,28.57142857142857,4.50375,1989,Feb,1989,Feb
1989-03-31,9.0,4.0,45.16129032258064,6.408571428571429,1989,Mar,1989,Mar
1989-04-30,12.0,2.0,30.0,5.963333333333334,1989,Apr,1989,Apr
1989-05-31,7.0,4.0,48.38709677419355,5.775333333333333,1989,May,1989,May
1989-06-30,8.0,2.0,26.666666666666668,10.485,1989,Jun,1989,Jun
1989-07-31,15.0,2.0,22.58064516129032,4.502857142857144,1989,Jul,1989,Jul
1989-08-31,10.0,3.0,32.25806451612903,11.902000000000001,1989,Aug,1989,Aug
1989-09-30,12.0,3.0,23.333333333333332,8.234285714285715,1989,Sep,1989,Sep
1989-10-31,8.0,6.0,40.0,5.451666666666667,1989,Oct,1989,Oct
1989-11-30,3.0,9.0,70.0,9.361904761904762,1989,Nov,1989,Nov
1989-12-31,9.0,2.0,25.806451612903224,7.1525,1989,Dec,1989,Dec
1990-01-31,3.0,5.0,58.06451612903226,5.6755555555555555,1990,Jan,1990,Jan
1990-02-28,4.0,5.0,42.857142857142854,7.8325000000000005,1990,Feb,1990,Feb
1990-03-31,11.0,2.0,25.806451612903224,5.93,1990,Mar,1990,Mar
1990-04-30,4.0,4.0,43.333333333333336,8.16,1990,Apr,1990,Apr
1990-05-31,10.0,2.0,25.806451612903224,9.82125,1990,May,1990,May
1990-06-30,5.0,3.0,43.333333333333336,5.451538461538462,1990,Jun,1990,Jun
1990-07-31,7.0,2.0,35.483870967741936,12.298181818181815,1990,Jul,1990,Jul
1990-08-31,8.0,3.0,29.03225806451613,9.516666666666666,1990,Aug,1990,Aug
1990-09-30,7.0,2.0,23.333333333333332,11.262857142857143,1990,Sep,1990,Sep
1990-10-31,6.0,6.0,54.83870967741935,7.2,1990,Oct,1990,Oct
1990-11-30,4.0,3.0,33.33333333333333,9.432,1990,Nov,1990,Nov
1990-12-31,8.0,4.0,41.935483870967744,12.573846153846155,1990,Dec,1990,Dec
1991-01-31,4.0,7.0,51.61290322580645,6.448125,1991,Jan,1991,Jan
1991-02-28,12.0,4.0,32.142857142857146,6.834444444444445,1991,Feb,1991,Feb
1991-03-31,10.0,7.0,41.935483870967744,7.938461538461539,1991,Mar,1991,Mar
1991-04-30,6.0,4.0,40.0,10.484166666666667,1991,Apr,1991,Apr
1991-05-31,9.0,2.0,29.03225806451613,10.33222222222222,1991,May,1991,May
1991-06-30,11.0,2.0,16.666666666666664,7.19,1991,Jun,1991,Jun
1991-07-31,7.0,3.0,29.03225806451613,9.764444444444445,1991,Jul,1991,Jul
1991-08-31,7.0,2.0,35.483870967741936,10.368181818181819,1991,Aug,1991,Aug
1991-09-30,5.0,2.0,33.33333333333333,7.089000000000001,1991,Sep,1991,Sep
1991-10-31,4.0,3.0,41.935483870967744,5.601538461538462,1991,Oct,1991,Oct
1991-11-30,10.0,2.0,26.666666666666668,4.0287500000000005,1991,Nov,1991,Nov
1991-12-31,4.0,4.0,41.935483870967744,6.328461538461538,1991,Dec,1991,Dec
1992-01-31,5.0,3.0,38.70967741935484,8.683333333333332,1992,Jan,1992,Jan
1992-02-29,3.0,3.0,48.275862068965516,8.494285714285715,1992,Feb,1992,Feb
1992-03-31,8.0,3.0,32.25806451612903,8.009,1992,Mar,1992,Mar
1992-04-30,8.0,2.0,20.0,7.918333333333333,1992,Apr,1992,Apr
1992-05-31,7.0,2.0,25.806451612903224,7.17,1992,May,1992,May
1992-06-30,5.0,2.0,30.0,8.586666666666666,1992,Jun,1992,Jun
1992-07-31,6.0,4.0,41.935483870967744,10.818461538461538,1992,Jul,1992,Jul
1992-08-31,16.0,2.0,25.806451612903224,8.7275,1992,Aug,1992,Aug
1992-09-30,6.0,2.0,30.0,12.373333333333333,1992,Sep,1992,Sep
1992-10-31,8.0,2.0,25.806451612903224,10.1025,1992,Oct,1992,Oct
1992-11-30,4.0,4.0,50.0,7.337333333333333,1992,Nov,1992,Nov
1992-12-31,9.0,2.0,25.806451612903224,3.4425,1992,Dec,1992,Dec
1993-01-31,4.0,4.0,54.83870967741935,7.877058823529412,1993,Jan,1993,Jan
1993-02-28,5.0,3.0,35.714285714285715,8.411,1993,Feb,1993,Feb
1993-03-31,10.0,4.0,35.483870967741936,8.341818181818182,1993,Mar,1993,Mar
1993-04-30,6.0,5.0,46.666666666666664,12.021428571428574,1993,Apr,1993,Apr
1993-05-31,5.0,3.0,32.25806451612903,8.771,1993,May,1993,May
1993-06-30,8.0,5.0,36.666666666666664,8.57090909090909,1993,Jun,1993,Jun
1993-07-31,7.0,3.0,29.03225806451613,10.197777777777778,1993,Jul,1993,Jul
1993-08-31,5.0,2.0,35.483870967741936,4.044545454545454,1993,Aug,1993,Aug
1993-09-30,7.0,3.0,33.33333333333333,12.597,1993,Sep,1993,Sep
1993-10-31,5.0,4.0,45.16129032258064,9.086428571428572,1993,Oct,1993,Oct
1993-11-30,7.0,3.0,33.33333333333333,10.450999999999999,1993,Nov,1993,Nov
1993-12-31,10.0,4.0,35.483870967741936,7.241818181818181,1993,Dec,1993,Dec
1994-01-31,5.0,2.0,35.483870967741936,9.894545454545455,1994,Jan,1994,Jan
1994-02-28,5.0,3.0,32.142857142857146,10.047777777777776,1994,Feb,1994,Feb
1994-03-31,4.0,2.0,38.70967741935484,6.6225,1994,Mar,1994,Mar
1994-04-30,8.0,3.0,36.666666666666664,9.835454545454546,1994,Apr,1994,Apr
1994-05-31,6.0,4.0,41.935483870967744,7.89923076923077,1994,May,1994,May
1994-06-30,6.0,3.0,40.0,12.253333333333332,1994,Jun,1994,Jun
1994-07-31,4.0,2.0,35.483870967741936,4.805454545454546,1994,Jul,1994,Jul
1994-08-31,9.0,2.0,29.03225806451613,9.494444444444445,1994,Aug,1994,Aug
1994-09-30,5.0,4.0,43.333333333333336,5.311538461538461,1994,Sep,1994,Sep
1994-10-31,8.0,3.0,19.35483870967742,3.3266666666666667,1994,Oct,1994,Oct
1994-11-30,5.0,3.0,34.48275862068966,6.894999999999999,1994,Nov,1994,Nov
1994-12-31,10.0,3.0,32.25806451612903,6.9990000000000006,1994,Dec,1994,Dec
1995-01-31,7.0,4.0,51.61290322580645,9.119333333333335,1995,Jan,1995,Jan
1995-02-28,5.0,3.0,42.857142857142854,6.206666666666666,1995,Feb,1995,Feb
1995-03-31,9.0,5.0,38.70967741935484,4.515833333333334,1995,Mar,1995,Mar
1995-04-30,7.0,2.0,26.666666666666668,8.872499999999999,1995,Apr,1995,Apr
1995-05-31,5.0,3.0,35.483870967741936,7.502727272727274,1995,May,1995,May
1995-06-30,19.0,1.0,6.896551724137931,3.7,1995,Jun,1995,Jun
1995-07-31,7.0,4.0,38.70967741935484,10.390833333333333,1995,Jul,1995,Jul
1995-08-31,15.0,4.0,29.03225806451613,14.513333333333334,1995,Aug,1995,Aug
1995-09-30,6.0,2.0,23.333333333333332,8.814285714285713,1995,Sep,1995,Sep
1995-10-31,8.0,3.0,27.586206896551722,5.7787500000000005,1995,Oct,1995,Oct
1995-11-30,3.0,6.0,50.0,10.301333333333334,1995,Nov,1995,Nov
1995-12-31,4.0,4.0,45.16129032258064,8.093571428571428,1995,Dec,1995,Dec
1996-01-31,8.0,2.0,22.58064516129032,10.73,1996,Jan,1996,Jan
1996-02-29,6.0,3.0,37.93103448275862,6.993636363636364,1996,Feb,1996,Feb
1996-03-31,11.0,3.0,25.806451612903224,2.34875,1996,Mar,1996,Mar
1996-04-30,5.0,8.0,63.33333333333333,9.916842105263159,1996,Apr,1996,Apr
1996-05-31,9.0,3.0,22.58064516129032,13.20142857142857,1996,May,1996,May
1996-06-30,8.0,5.0,46.666666666666664,4.785714285714286,1996,Jun,1996,Jun
1996-07-31,8.0,3.0,29.03225806451613,12.030000000000001,1996,Jul,1996,Jul
1996-08-31,13.0,2.0,16.129032258064516,4.414,1996,Aug,1996,Aug
1996-09-30,8.0,5.0,43.333333333333336,9.160769230769231,1996,Sep,1996,Sep
1996-10-31,7.0,4.0,25.806451612903224,9.399999999999999,1996,Oct,1996,Oct
1996-11-30,8.0,3.0,20.689655172413794,12.526666666666666,1996,Nov,1996,Nov
1996-12-31,5.0,4.0,51.61290322580645,6.351875,1996,Dec,1996,Dec
1997-01-31,3.0,5.0,54.83870967741935,8.607647058823531,1997,Jan,1997,Jan
1997-02-28,4.0,4.0,57.14285714285714,8.120625,1997,Feb,1997,Feb
1997-03-31,3.0,3.0,41.935483870967744,9.55923076923077,1997,Mar,1997,Mar
1997-04-30,8.0,2.0,26.666666666666668,13.858571428571429,1997,Apr,1997,Apr
1997-05-31,13.0,2.0,25.806451612903224,9.501249999999999,1997,May,1997,May
1997-06-30,15.0,3.0,17.24137931034483,7.678,1997,Jun,1997,Jun
1997-07-31,11.0,3.0,32.25806451612903,13.9,1997,Jul,1997,Jul
1997-08-31,8.0,3.0,32.25806451612903,10.881,1997,Aug,1997,Aug
1997-09-30,5.0,2.0,33.33333333333333,9.412,1997,Sep,1997,Sep
1997-10-31,7.0,4.0,29.03225806451613,5.325555555555556,1997,Oct,1997,Oct
1997-11-30,4.0,4.0,56.666666666666664,6.07764705882353,1997,Nov,1997,Nov
1997-12-31,8.0,2.0,29.03225806451613,7.7811111111111115,1997,Dec,1997,Dec
1998-01-31,6.0,5.0,38.70967741935484,10.754166666666665,1998,Jan,1998,Jan
1998-02-28,11.0,2.0,21.428571428571427,8.888333333333334,1998,Feb,1998,Feb
1998-03-31,3.0,5.0,51.61290322580645,9.055,1998,Mar,1998,Mar
1998-04-30,12.0,3.0,23.333333333333332,5.187142857142857,1998,Apr,1998,Apr
1998-05-31,13.0,4.0,22.58064516129032,7.197142857142857,1998,May,1998,May
1998-06-30,9.0,6.0,33.33333333333333,7.525,1998,Jun,1998,Jun
1998-07-31,5.0,4.0,40.0,7.695,1998,Jul,1998,Jul
1998-08-31,9.0,2.0,19.35483870967742,15.514999999999999,1998,Aug,1998,Aug
1998-09-30,6.0,3.0,40.0,5.3149999999999995,1998,Sep,1998,Sep
1998-10-31,13.0,2.0,22.58064516129032,9.018571428571429,1998,Oct,1998,Oct
1998-11-30,9.0,3.0,30.0,4.109999999999999,1998,Nov,1998,Nov
1998-12-31,11.0,3.0,29.03225806451613,6.336666666666668,1998,Dec,1998,Dec
1999-01-31,7.0,5.0,54.83870967741935,9.105882352941178,1999,Jan,1999,Jan
1999-02-28,10.0,1.0,25.0,5.865714285714286,1999,Feb,1999,Feb
1999-03-31,9.0,4.0,35.483870967741936,7.751818181818181,1999,Mar,1999,Mar
1999-04-30,13.0,3.0,20.0,3.36,1999,Apr,1999,Apr
1999-05-31,9.0,4.0,22.58064516129032,6.54142857142857,1999,May,1999,May
1999-06-30,12.0,3.0,26.666666666666668,11.286249999999999,1999,Jun,1999,Jun
1999-07-31,6.0,6.0,38.70967741935484,6.2925,1999,Jul,1999,Jul
1999-08-31,14.0,2.0,19.35483870967742,11.435,1999,Aug,1999,Aug
1999-09-30,5.0,3.0,36.666666666666664,17.980000000000004,1999,Sep,1999,Sep
1999-10-31,5.0,2.0,43.333333333333336,6.877692307692308,1999,Oct,1999,Oct
1999-11-30,8.0,2.0,26.666666666666668,7.4575,1999,Nov,1999,Nov
1999-12-31,5.0,4.0,38.70967741935484,6.548333333333332,1999,Dec,1999,Dec
2000-01-31,4.0,2.0,32.25806451612903,10.344,2000,Jan,2000,Jan
2000-02-29,10.0,3.0,27.586206896551722,11.645,2000,Feb,2000,Feb
2000-03-31,8.0,3.0,38.70967741935484,6.376666666666666,2000,Mar,2000,Mar
2000-04-30,8.0,5.0,36.666666666666664,11.306363636363635,2000,Apr,2000,Apr
2000-05-31,5.0,6.0,41.935483870967744,10.486923076923075,2000,May,2000,May
2000-06-30,5.0,2.0,36.666666666666664,7.084545454545454,2000,Jun,2000,Jun
2000-07-31,5.0,2.0,35.483870967741936,4.302727272727273,2000,Jul,2000,Jul
2000-08-31,5.0,2.0,35.483870967741936,9.541818181818183,2000,Aug,2000,Aug
2000-09-30,7.0,2.0,23.333333333333332,9.382857142857143,2000,Sep,2000,Sep
2000-10-31,8.0,3.0,25.806451612903224,3.27875,2000,Oct,2000,Oct
2000-11-30,5.0,3.0,36.666666666666664,6.127272727272728,2000,Nov,2000,Nov
2000-12-31,4.0,3.0,48.38709677419355,9.843333333333334,2000,Dec,2000,Dec
2001-01-31,6.0,3.0,38.70967741935484,5.091666666666667,2001,Jan,2001,Jan
2001-02-28,3.0,2.0,39.285714285714285,7.847272727272728,2001,Feb,2001,Feb
2001-03-31,8.0,2.0,29.03225806451613,13.068888888888889,2001,Mar,2001,Mar
2001-04-30,17.0,1.0,13.333333333333334,3.64,2001,Apr,2001,Apr
2001-05-31,7.0,6.0,32.25806451612903,7.116999999999999,2001,May,2001,May
2001-06-30,12.0,3.0,26.666666666666668,9.62875,2001,Jun,2001,Jun
2001-07-31,19.0,4.0,19.35483870967742,5.569999999999999,2001,Jul,2001,Jul
2001-08-31,16.0,1.0,12.903225806451612,16.0675,2001,Aug,2001,Aug
2001-09-30,6.0,2.0,23.333333333333332,9.892857142857142,2001,Sep,2001,Sep
2001-10-31,5.0,3.0,35.483870967741936,7.1036363636363635,2001,Oct,2001,Oct
2001-11-30,5.0,2.0,33.33333333333333,8.487,2001,Nov,2001,Nov
2001-12-31,5.0,4.0,51.61290322580645,4.703125,2001,Dec,2001,Dec
2002-01-31,6.0,2.0,35.483870967741936,4.278181818181818,2002,Jan,2002,Jan
2002-02-28,4.0,2.0,32.142857142857146,4.505555555555556,2002,Feb,2002,Feb
2002-03-31,5.0,2.0,38.70967741935484,8.474166666666667,2002,Mar,2002,Mar
2002-04-30,9.0,3.0,33.33333333333333,8.062000000000001,2002,Apr,2002,Apr
2002-05-31,9.0,3.0,35.483870967741936,11.759090909090908,2002,May,2002,May
2002-06-30,5.0,4.0,40.0,9.097500000000002,2002,Jun,2002,Jun
2002-07-31,5.0,3.0,35.483870967741936,5.183636363636364,2002,Jul,2002,Jul
2002-08-31,13.0,1.0,9.67741935483871,3.3599999999999994,2002,Aug,2002,Aug
2002-09-30,7.0,2.0,23.333333333333332,9.455714285714285,2002,Sep,2002,Sep
2002-10-31,7.0,2.0,19.35483870967742,11.604999999999999,2002,Oct,2002,Oct
2002-11-30,3.0,3.0,56.666666666666664,7.238823529411764,2002,Nov,2002,Nov
2002-12-31,7.0,2.0,22.58064516129032,5.24,2002,Dec,2002,Dec
2003-01-31,7.0,2.0,25.806451612903224,4.303750000000001,2003,Jan,2003,Jan
2003-02-28,9.0,2.0,28.57142857142857,7.50625,2003,Feb,2003,Feb
2003-03-31,5.0,4.0,45.16129032258064,7.4921428571428565,2003,Mar,2003,Mar
2003-04-30,5.0,4.0,33.33333333333333,7.978,2003,Apr,2003,Apr
2003-05-31,7.0,3.0,41.935483870967744,8.682307692307692,2003,May,2003,May
2003-06-30,14.0,2.0,23.333333333333332,10.111428571428574,2003,Jun,2003,Jun
2003-07-31,6.0,3.0,35.483870967741936,4.998181818181819,2003,Jul,2003,Jul
2003-08-31,8.0,3.0,25.806451612903224,10.2025,2003,Aug,2003,Aug
2003-09-30,14.0,2.0,33.33333333333333,10.738,2003,Sep,2003,Sep
2003-10-31,10.0,2.0,29.03225806451613,17.72111111111111,2003,Oct,2003,Oct
2003-11-30,5.0,4.0,43.333333333333336,10.724615384615383,2003,Nov,2003,Nov
2003-12-31,5.0,3.0,43.333333333333336,10.013846153846153,2003,Dec,2003,Dec
2004-01-31,8.0,3.0,45.16129032258064,2.9607142857142854,2004,Jan,2004,Jan
2004-02-29,11.0,2.0,24.137931034482758,7.221428571428571,2004,Feb,2004,Feb
2004-03-31,12.0,2.0,32.25806451612903,6.268,2004,Mar,2004,Mar
2004-04-30,7.0,5.0,46.666666666666664,5.2128571428571435,2004,Apr,2004,Apr
2004-05-31,5.0,4.0,38.70967741935484,6.965833333333333,2004,May,2004,May
2004-06-30,6.0,4.0,30.0,7.272222222222222,2004,Jun,2004,Jun
2004-07-31,7.0,4.0,45.16129032258064,10.27357142857143,2004,Jul,2004,Jul
2004-08-31,7.0,3.0,38.70967741935484,7.766666666666667,2004,Aug,2004,Aug
2004-09-30,20.0,1.0,10.344827586206897,1.4933333333333334,2004,Sep,2004,Sep
2004-10-31,13.0,3.0,22.58064516129032,5.348571428571428,2004,Oct,2004,Oct
2004-11-30,8.0,4.0,30.0,9.893333333333333,2004,Nov,2004,Nov
2004-12-31,3.0,2.0,48.38709677419355,9.362,2004,Dec,2004,Dec
2005-01-31,5.0,3.0,32.25806451612903,7.040000000000001,2005,Jan,2005,Jan
2005-02-28,7.0,3.0,28.57142857142857,6.709999999999999,2005,Feb,2005,Feb
2005-03-31,11.0,2.0,22.58064516129032,7.2385714285714275,2005,Mar,2005,Mar
2005-04-30,12.0,4.0,36.666666666666664,14.820909090909089,2005,Apr,2005,Apr
2005-05-31,8.0,3.0,32.25806451612903,4.435,2005,May,2005,May
2005-06-30,13.0,4.0,20.0,21.721666666666664,2005,Jun,2005,Jun
2005-07-31,7.0,3.0,23.333333333333332,9.107142857142858,2005,Jul,2005,Jul
2005-08-31,6.0,3.0,30.0,6.841111111111111,2005,Aug,2005,Aug
2005-09-30,7.0,3.0,30.0,12.78111111111111,2005,Sep,2005,Sep
2005-10-31,6.0,5.0,43.333333333333336,10.26923076923077,2005,Oct,2005,Oct
2005-11-30,5.0,5.0,50.0,6.715333333333334,2005,Nov,2005,Nov
2005-12-31,7.0,2.0,36.666666666666664,4.2290909090909095,2005,Dec,2005,Dec
2006-01-31,3.0,3.0,51.61290322580645,10.260625000000001,2006,Jan,2006,Jan
2006-02-28,7.0,4.0,42.857142857142854,6.089166666666666,2006,Feb,2006,Feb
2006-03-31,18.0,2.0,19.35483870967742,4.846666666666667,2006,Mar,2006,Mar
2006-04-30,6.0,5.0,36.666666666666664,10.92,2006,Apr,2006,Apr
2006-05-31,5.0,10.0,48.38709677419355,11.866666666666669,2006,May,2006,May
2006-06-30,7.0,3.0,36.666666666666664,9.609090909090911,2006,Jun,2006,Jun
2006-07-31,4.0,5.0,51.61290322580645,8.738125,2006,Jul,2006,Jul
2006-08-31,5.0,4.0,32.25806451612903,15.74,2006,Aug,2006,Aug
2006-09-30,5.0,3.0,33.33333333333333,6.681,2006,Sep,2006,Sep
2006-10-31,6.0,4.0,48.38709677419355,12.235333333333333,2006,Oct,2006,Oct
2006-11-30,9.0,7.0,40.0,6.099166666666666,2006,Nov,2006,Nov
2006-12-31,3.0,3.0,41.935483870967744,9.334615384615386,2006,Dec,2006,Dec
2007-01-31,7.0,4.0,35.483870967741936,8.175454545454544,2007,Jan,2007,Jan
2007-02-28,5.0,2.0,32.142857142857146,4.047777777777777,2007,Feb,2007,Feb
2007-03-31,5.0,4.0,38.70967741935484,8.023333333333333,2007,Mar,2007,Mar
2007-04-30,6.0,3.0,43.333333333333336,11.70923076923077,2007,Apr,2007,Apr
2007-05-31,14.0,3.0,22.58064516129032,9.37142857142857,2007,May,2007,May
2007-06-30,8.0,3.0,40.0,5.18,2007,Jun,2007,Jun
2007-07-31,11.0,3.0,38.70967741935484,9.055833333333334,2007,Jul,2007,Jul
2007-08-31,8.0,3.0,25.806451612903224,10.205,2007,Aug,2007,Aug
2007-09-30,10.0,3.0,26.666666666666668,6.22625,2007,Sep,2007,Sep
2007-10-31,5.0,3.0,32.25806451612903,11.7,2007,Oct,2007,Oct
2007-11-30,5.0,3.0,46.666666666666664,6.312857142857142,2007,Nov,2007,Nov
2007-12-31,5.0,5.0,51.61290322580645,9.599374999999998,2007,Dec,2007,Dec
2008-01-31,4.0,2.0,38.70967741935484,10.837499999999999,2008,Jan,2008,Jan
2008-02-29,3.0,3.0,55.172413793103445,7.57375,2008,Feb,2008,Feb
2008-03-31,10.0,3.0,41.935483870967744,8.857692307692307,2008,Mar,2008,Mar
2008-04-30,10.0,2.0,26.666666666666668,9.497499999999999,2008,Apr,2008,Apr
2008-05-31,7.0,3.0,32.25806451612903,7.393000000000001,2008,May,2008,May
2008-06-30,7.0,3.0,43.333333333333336,4.69923076923077,2008,Jun,2008,Jun
2008-07-31,4.0,5.0,48.38709677419355,8.196666666666667,2008,Jul,2008,Jul
2008-08-31,6.0,2.0,25.806451612903224,9.925,2008,Aug,2008,Aug
2008-09-30,8.0,2.0,30.0,5.526666666666666,2008,Sep,2008,Sep
2008-10-31,6.0,2.0,25.806451612903224,13.095,2008,Oct,2008,Oct
2008-11-30,8.0,5.0,33.33333333333333,7.459999999999999,2008,Nov,2008,Nov
2008-12-31,2.0,3.0,54.83870967741935,11.200000000000001,2008,Dec,2008,Dec
2009-01-31,4.0,3.0,38.70967741935484,7.608333333333333,2009,Jan,2009,Jan
2009-02-28,9.0,3.0,32.142857142857146,10.806666666666665,2009,Feb,2009,Feb
2009-03-31,14.0,3.0,29.03225806451613,5.473333333333333,2009,Mar,2009,Mar
2009-04-30,10.0,5.0,40.0,6.480833333333334,2009,Apr,2009,Apr
2009-05-31,6.0,5.0,41.935483870967744,7.396923076923077,2009,May,2009,May
2009-06-30,8.0,2.0,30.0,8.337777777777779,2009,Jun,2009,Jun
2009-07-31,5.0,4.0,41.935483870967744,9.076153846153847,2009,Jul,2009,Jul
2009-08-31,8.0,2.0,29.03225806451613,9.197777777777777,2009,Aug,2009,Aug
2009-09-30,17.0,3.0,20.0,7.578333333333333,2009,Sep,2009,Sep
2009-10-31,7.0,4.0,38.70967741935484,9.489999999999998,2009,Oct,2009,Oct
2009-11-30,10.0,4.0,26.666666666666668,7.29875,2009,Nov,2009,Nov
2009-12-31,5.0,5.0,54.83870967741935,7.987058823529414,2009,Dec,2009,Dec
2010-01-31,6.0,5.0,38.70967741935484,7.5025,2010,Jan,2010,Jan
2010-02-28,14.0,5.0,35.714285714285715,6.331,2010,Feb,2010,Feb
2010-03-31,13.0,2.0,16.129032258064516,12.937999999999999,2010,Mar,2010,Mar
2010-04-30,8.0,4.0,33.33333333333333,10.019,2010,Apr,2010,Apr
2010-05-31,16.0,2.0,22.58064516129032,5.445714285714287,2010,May,2010,May
2010-06-30,3.0,3.0,53.333333333333336,10.064375,2010,Jun,2010,Jun
2010-07-31,8.0,2.0,25.806451612903224,12.32,2010,Jul,2010,Jul
2010-08-31,6.0,4.0,32.25806451612903,14.309999999999999,2010,Aug,2010,Aug
2010-09-30,4.0,5.0,51.724137931034484,6.361333333333333,2010,Sep,2010,Sep
2010-10-31,6.0,4.0,36.666666666666664,5.710909090909091,2010,Oct,2010,Oct
2010-11-30,6.0,3.0,36.666666666666664,9.139090909090909,2010,Nov,2010,Nov
2010-12-31,7.0,5.0,45.16129032258064,10.319285714285714,2010,Dec,2010,Dec
