latitude,longitude,t2m
-16.25,285.0,290.1717
-16.25,286.25,290.1912
-16.25,287.5,285.82294
-16.25,288.75,278.98926
-16.25,290.0,275.4848
-16.25,291.25,277.46857
-16.25,292.5,283.40268
-16.25,293.75,288.7371
-16.25,295.0,292.91467
-16.25,296.25,293.65942
-16.25,297.5,293.05774
-16.25,298.75,293.57193
-16.25,300.0,295.20483
-16.25,301.25,296.0442
-16.25,302.5,296.49292
-16.25,303.75,296.25616
-16.25,305.0,295.18442
-16.25,306.25,294.73624
-16.25,307.5,295.6681
-16.25,308.75,296.0923
-16.25,310.0,295.05637
-16.25,311.25,293.30988
-16.25,312.5,293.30338
-16.25,313.75,294.58606
-16.25,315.0,295.93182
-16.25,316.25,294.70197
-16.25,317.5,292.98566
-16.25,318.75,292.4489
-16.25,320.0,293.5079
-16.25,321.25,296.42233
-16.25,322.5,296.83145
-16.25,323.75,296.9325
-16.25,325.0,296.878
-16.25,326.25,296.72012
-16.25,327.5,296.53952
-16.25,328.75,296.3712
-16.25,330.0,296.2186
-16.25,331.25,296.02695
-16.25,332.5,295.8186
-16.25,333.75,295.6348
-16.25,335.0,295.4347
-16.25,336.25,295.28757
-16.25,337.5,295.06577
-16.25,338.75,294.9634
-16.25,340.0,294.79614
-16.25,341.25,294.6623
-16.25,342.5,294.52228
-16.25,343.75,294.39218
-16.25,345.0,294.2387
-16.25,346.25,294.06894
-16.25,347.5,293.88416
-16.25,348.75,293.66626
-16.25,350.0,293.45428
-16.25,351.25,293.21503
-16.25,352.5,293.02298
-16.25,353.75,292.8078
-16.25,355.0,292.6249
-16.25,356.25,292.42987
-16.25,357.5,292.27496
-16.25,358.75,292.0139
-17.5,0.0,291.60175
-17.5,1.25,291.35168
-17.5,2.5,291.04453
-17.5,3.75,290.7803
-17.5,5.0,290.53317
-17.5,6.25,290.44736
-17.5,7.5,290.27982
-17.5,8.75,290.07346
-17.5,10.0,289.58377
-17.5,11.25,290.52332
-17.5,12.5,293.6387
-17.5,13.75,292.36722
-17.5,15.0,291.30203
-17.5,16.25,291.45444
-17.5,17.5,291.63815
-17.5,18.75,291.74405
-17.5,20.0,291.33527
-17.5,21.25,291.29004
-17.5,22.5,291.96777
-17.5,23.75,292.0502
-17.5,25.0,291.78104
-17.5,26.25,291.49728
-17.5,27.5,292.41272
-17.5,28.75,292.45267
-17.5,30.0,290.2507
-17.5,31.25,289.15894
-17.5,32.5,290.0874
-17.5,33.75,293.15646
-17.5,35.0,293.9316
-17.5,36.25,293.16385
-17.5,37.5,295.43292
-17.5,38.75,296.10327
-17.5,40.0,296.62637
-17.5,41.25,296.8789
-17.5,42.5,297.3291
-17.5,43.75,297.5954
-17.5,45.0,295.47324
-17.5,46.25,293.71933
-17.5,47.5,290.3465
-17.5,48.75,288.49002
-17.5,50.0,293.15927
-17.5,51.25,295.39432
-17.5,52.5,295.72592
-17.5,53.75,295.74802
-17.5,55.0,295.68146
-17.5,56.25,295.7119
-17.5,57.5,295.64917
-17.5,58.75,295.67874
-17.5,60.0,295.6426
-17.5,61.25,295.6431
-17.5,62.5,295.62537
-17.5,63.75,295.60892
-17.5,65.0,295.63077
-17.5,66.25,295.6254
-17.5,67.5,295.60956
-17.5,68.75,295.58182
-17.5,70.0,295.52438
-17.5,71.25,295.46298
-17.5,72.5,295.4069
-17.5,73.75,295.37384
-17.5,75.0,295.33624
-17.5,76.25,295.28946
-17.5,77.5,295.27625
-17.5,78.75,295.22946
-17.5,80.0,295.2361
-17.5,81.25,295.2139
-17.5,82.5,295.18628
-17.5,83.75,295.20053
-17.5,85.0,295.22733
-17.5,86.25,295.2469
-17.5,87.5,295.26334
-17.5,88.75,295.29843
-17.5,90.0,295.32248
-17.5,91.25,295.37326
-17.5,92.5,295.41458
-17.5,93.75,295.43488
-17.5,95.0,295.51486
-17.5,96.25,295.6031
-17.5,97.5,295.6923
-17.5,98.75,295.79623
-17.5,100.0,295.90536
-17.5,101.25,295.9952
-17.5,102.5,296.07425
-17.5,103.75,296.1447
-17.5,105.0,296.20016
-17.5,106.25,296.28903
-17.5,107.5,296.40366
-17.5,108.75,296.47763
-17.5,110.0,296.5554
-17.5,111.25,296.6976
-17.5,112.5,296.8405
-17.5,113.75,296.99088
-17.5,115.0,297.14352
-17.5,116.25,297.26282
-17.5,117.5,297.32745
-17.5,118.75,297.40674
-17.5,120.0,297.5952
-17.5,121.25,297.57376
-17.5,122.5,296.96194
-17.5,123.75,297.29056
-17.5,125.0,297.05392
-17.5,126.25,295.71313
-17.5,127.5,295.14706
-17.5,128.75,295.301
-17.5,130.0,295.1145
-17.5,131.25,295.05786
-17.5,132.5,294.85077
-17.5,133.75,294.42624
-17.5,135.0,294.38528
-17.5,136.25,293.96112
-17.5,137.5,293.65744
-17.5,138.75,294.19144
-17.5,140.0,295.02185
-17.5,141.25,295.49118
-17.5,142.5,295.7674
-17.5,143.75,294.15067
-17.5,145.0,291.21118
-17.5,146.25,293.8831
-17.5,147.5,295.61316
-17.5,148.75,295.55774
-17.5,150.0,295.86652
-17.5,151.25,295.9594
-17.5,152.5,296.01587
-17.5,153.75,296.05493
-17.5,155.0,296.09598
-17.5,156.25,296.209
-17.5,157.5,296.30563
-17.5,158.75,296.41788
-17.5,160.0,296.47577
-17.5,161.25,296.52875
-17.5,162.5,296.64325
-17.5,163.75,296.787
-17.5,165.0,297.00046
-17.5,166.25,297.2116
-17.5,167.5,297.31888
-17.5,168.75,297.37836
-17.5,170.0,297.4814
-17.5,171.25,297.58472
-17.5,172.5,297.63098
-17.5,173.75,297.70377
-17.5,175.0,297.8281
-17.5,176.25,297.88815
-17.5,177.5,297.5481
-17.5,178.75,297.56546
-17.5,180.0,297.8501
-17.5,181.25,297.89633
-17.5,182.5,297.9322
-17.5,183.75,297.95886
-17.5,185.0,298.0092
-17.5,186.25,298.00143
-17.5,187.5,297.96594
-17.5,188.75,297.91962
-17.5,190.0,297.8793
-17.5,191.25,297.85135
-17.5,192.5,297.83743
-17.5,193.75,297.81244
-17.5,195.0,297.78967
-17.5,196.25,297.7651
-17.5,197.5,297.7052
-17.5,198.75,297.63138
-17.5,200.0,297.6118
-17.5,201.25,297.59036
-17.5,202.5,297.58453
-17.5,203.75,297.54404
-17.5,205.0,297.4914
-17.5,206.25,297.42917
-17.5,207.5,297.39987
-17.5,208.75,297.35782
-17.5,210.0,297.23474
-17.5,211.25,297.2171
-17.5,212.5,297.27832
-17.5,213.75,297.28717
-17.5,215.0,297.3138
-17.5,216.25,297.3047
-17.5,217.5,297.26715
-17.5,218.75,297.21225
-17.5,220.0,297.18756
-17.5,221.25,297.15964
-17.5,222.5,297.15082
-17.5,223.75,297.166
-17.5,225.0,297.1444
-17.5,226.25,297.00964
-17.5,227.5,296.87543
-17.5,228.75,296.74844
-17.5,230.0,296.59128
-17.5,231.25,296.4504
-17.5,232.5,296.3588
-17.5,233.75,296.24298
-17.5,235.0,296.17493
-17.5,236.25,295.99606
-17.5,237.5,295.88138
-17.5,238.75,295.73044
-17.5,240.0,295.58484
-17.5,241.25,295.42886
-17.5,242.5,295.26617
-17.5,243.75,295.09747
-17.5,245.0,294.9282
-17.5,246.25,294.77277
-17.5,247.5,294.62473
-17.5,248.75,294.4742
-17.5,250.0,294.2704
-17.5,251.25,294.10474
-17.5,252.5,293.91284
-17.5,253.75,293.7477
-17.5,255.0,293.5676
-17.5,256.25,293.4274
-17.5,257.5,293.2234
-17.5,258.75,293.05765
-17.5,260.0,292.848
-17.5,261.25,292.67935
-17.5,262.5,292.51144
-17.5,263.75,292.3276
-17.5,265.0,292.1545
-17.5,266.25,291.9614
-17.5,267.5,291.77347
-17.5,268.75,291.51596
-17.5,270.0,291.4003
-17.5,271.25,291.09625
-17.5,272.5,290.96692
-17.5,273.75,290.71097
-17.5,275.0,290.55948
-17.5,276.25,290.34784
-17.5,277.5,290.19214
-17.5,278.75,289.96085
-17.5,280.0,289.78818
-17.5,281.25,289.60635
-17.5,282.5,289.7976
-17.5,283.75,289.7305
-17.5,285.0,289.69604
-17.5,286.25,290.39673
-17.5,287.5,290.49667
-17.5,288.75,286.04514
-17.5,290.0,279.28506
-17.5,291.25,274.52176
-17.5,292.5,276.59903
-17.5,293.75,279.48337
-17.5,295.0,286.527
-17.5,296.25,291.3187
-17.5,297.5,293.68048
-17.5,298.75,293.91022
-17.5,300.0,294.0206
-17.5,301.25,295.29968
-17.5,302.5,295.69897
-17.5,303.75,295.5653
-17.5,305.0,295.1468
-17.5,306.25,293.5981
-17.5,307.5,292.8485
-17.5,308.75,293.33792
-17.5,310.0,293.97507
-17.5,311.25,293.38104
-17.5,312.5,292.8314
-17.5,313.75,293.96326
-17.5,315.0,294.64136
-17.5,316.25,291.92865
-17.5,317.5,291.66193
-17.5,318.75,292.46222
-17.5,320.0,293.9028
-17.5,321.25,296.309
-17.5,322.5,296.5945
-17.5,323.75,296.66083
-17.5,325.0,296.49902
-17.5,326.25,296.39847
-17.5,327.5,296.1698
-17.5,328.75,296.0668
-17.5,330.0,295.92966
-17.5,331.25,295.77295
-17.5,332.5,295.57327
-17.5,333.75,295.38535
-17.5,335.0,295.16656
-17.5,336.25,295.00555
-17.5,337.5,294.78732
-17.5,338.75,294.6416
-17.5,340.0,294.48743
-17.5,341.25,294.34628
-17.5,342.5,294.21436
-17.5,343.75,294.08374
-17.5,345.0,293.95038
-17.5,346.25,293.7503
-17.5,347.5,293.5767
-17.5,348.75,293.36694
-17.5,350.0,293.17422
-17.5,351.25,292.98688
-17.5,352.5,292.79645
-17.5,353.75,292.61734
-17.5,355.0,292.42532
-17.5,356.25,292.22556
-17.5,357.5,292.042
-17.5,358.75,291.82455
-18.75,0.0,291.37775
-18.75,1.25,291.08994
-18.75,2.5,290.8825
-18.75,3.75,290.5808
-18.75,5.0,290.33548
-18.75,6.25,290.1939
-18.75,7.5,290.08823
-18.75,8.75,289.8214
-18.75,10.0,289.28848
-18.75,11.25,289.65234
-18.75,12.5,292.2012
-18.75,13.75,291.92987
-18.75,15.0,291.1918
-18.75,16.25,291.22537
-18.75,17.5,290.77194
-18.75,18.75,290.59665
-18.75,20.0,290.6025
-18.75,21.25,290.84656
-18.75,22.5,291.52386
-18.75,23.75,291.41232
-18.75,25.0,291.03552
-18.75,26.25,290.98615
-18.75,27.5,290.86047
-18.75,28.75,290.1037
-18.75,30.0,288.94714
-18.75,31.25,288.0779
-18.75,32.5,288.35983
-18.75,33.75,292.0669
-18.75,35.0,294.103
-18.75,36.25,294.37546
-18.75,37.5,295.8465
-18.75,38.75,296.16486
-18.75,40.0,296.40524
-18.75,41.25,296.6399
-18.75,42.5,297.19955
-18.75,43.75,297.4842
-18.75,45.0,294.89017
-18.75,46.25,290.54776
-18.75,47.5,286.54538
-18.75,48.75,288.13632
-18.75,50.0,294.5001
-18.75,51.25,295.3695
-18.75,52.5,295.49783
-18.75,53.75,295.50864
-18.75,55.0,295.43475
-18.75,56.25,295.4085
-18.75,57.5,295.31076
-18.75,58.75,295.3035
-18.75,60.0,295.26196
-18.75,61.25,295.23398
-18.75,62.5,295.1998
-18.75,63.75,295.18726
-18.75,65.0,295.1641
-18.75,66.25,295.1467
-18.75,67.5,295.11185
-18.75,68.75,295.0766
-18.75,70.0,295.02646
-18.75,71.25,294.99252
-18.75,72.5,294.94693
-18.75,73.75,294.88983
-18.75,75.0,294.82828
-18.75,76.25,294.7478
-18.75,77.5,294.69452
-18.75,78.75,294.64655
-18.75,80.0,294.63925
-18.75,81.25,294.60507
-18.75,82.5,294.58945
-18.75,83.75,294.5563
-18.75,85.0,294.538
-18.75,86.25,294.5265
-18.75,87.5,294.5254
-18.75,88.75,294.53864
-18.75,90.0,294.5331
-18.75,91.25,294.56113
-18.75,92.5,294.5506
-18.75,93.75,294.59216
-18.75,95.0,294.62805
-18.75,96.25,294.73196
-18.75,97.5,294.83203
-18.75,98.75,294.93655
-18.75,100.0,295.0352
-18.75,101.25,295.10983
-18.75,102.5,295.22342
-18.75,103.75,295.27753
-18.75,105.0,295.36145
-18.75,106.25,295.47958
-18.75,107.5,295.62836
-18.75,108.75,295.7734
-18.75,110.0,295.92108
-18.75,111.25,296.01077
-18.75,112.5,296.14645
-18.75,113.75,296.29587
-18.75,115.0,296.43848
-18.75,116.25,296.5481
-18.75,117.5,296.5474
-18.75,118.75,296.48492
-18.75,120.0,296.44922
-18.75,121.25,296.27383
-18.75,122.5,295.42914
-18.75,123.75,295.73267
-18.75,125.0,296.18008
-18.75,126.25,295.31955
-18.75,127.5,294.15408
-18.75,128.75,293.78598
-18.75,130.0,293.38788
-18.75,131.25,293.4348
-18.75,132.5,293.38495
-18.75,133.75,293.07596
-18.75,135.0,293.08945
-18.75,136.25,292.90036
-18.75,137.5,292.8851
-18.75,138.75,293.46494
-18.75,140.0,294.00763
-18.75,141.25,294.37378
-18.75,142.5,293.93973
-18.75,143.75,292.12762
-18.75,145.0,290.20837
-18.75,146.25,292.55588
-18.75,147.5,294.7068
-18.75,148.75,294.83374
-18.75,150.0,295.11963
-18.75,151.25,295.2725
-18.75,152.5,295.34995
-18.75,153.75,295.34042
-18.75,155.0,295.37296
-18.75,156.25,295.4644
-18.75,157.5,295.59476
-18.75,158.75,295.666
-18.75,160.0,295.7377
-18.75,161.25,295.76962
-18.75,162.5,295.8311
-18.75,163.75,296.01648
-18.75,165.0,296.19186
-18.75,166.25,296.3543
-18.75,167.5,296.47507
-18.75,168.75,296.58865
-18.75,170.0,296.74097
-18.75,171.25,296.84766
-18.75,172.5,296.92093
-18.75,173.75,297.02304
-18.75,175.0,297.13974
-18.75,176.25,297.23175
-18.75,177.5,297.0743
-18.75,178.75,297.14648
-18.75,180.0,297.32098
-18.75,181.25,297.28378
-18.75,182.5,297.30646
-18.75,183.75,297.3126
-18.75,185.0,297.34213
-18.75,186.25,297.34528
-18.75,187.5,297.3199
-18.75,188.75,297.26755
-18.75,190.0,297.2141
-18.75,191.25,297.2012
-18.75,192.5,297.2178
-18.75,193.75,297.24475
-18.75,195.0,297.27042
-18.75,196.25,297.23114
-18.75,197.5,297.18927
-18.75,198.75,297.13077
-18.75,200.0,297.07495
-18.75,201.25,297.034
-18.75,202.5,296.99823
-18.75,203.75,296.93976
-18.75,205.0,296.91806
-18.75,206.25,296.87253
-18.75,207.5,296.85962
-18.75,208.75,296.8422
-18.75,210.0,296.77542
-18.75,211.25,296.75272
-18.75,212.5,296.80453
-18.75,213.75,296.84497
-18.75,215.0,296.87997
-18.75,216.25,296.8912
-18.75,217.5,296.88126
-18.75,218.75,296.86874
-18.75,220.0,296.86035
-18.75,221.25,296.85364
-18.75,222.5,296.8449
-18.75,223.75,296.89432
-18.75,225.0,296.87054
-18.75,226.25,296.78238
-18.75,227.5,296.6855
-18.75,228.75,296.57596
-18.75,230.0,296.44235
-18.75,231.25,296.3096
-18.75,232.5,296.20624
-18.75,233.75,296.1259
-18.75,235.0,296.02606
-18.75,236.25,295.89087
-18.75,237.5,295.74048
-18.75,238.75,295.59375
-18.75,240.0,295.4703
-18.75,241.25,295.3139
-18.75,242.5,295.16187
-18.75,243.75,294.99597
-18.75,245.0,294.85956
-18.75,246.25,294.683
-18.75,247.5,294.54977
-18.75,248.75,294.35904
-18.75,250.0,294.16873
-18.75,251.25,293.99106
-18.75,252.5,293.79538
-18.75,253.75,293.60678
-18.75,255.0,293.42352
-18.75,256.25,293.24622
-18.75,257.5,293.0984
-18.75,258.75,292.89456
-18.75,260.0,292.71234
-18.75,261.25,292.48846
-18.75,262.5,292.30472
-18.75,263.75,292.11343
-18.75,265.0,291.9623
-18.75,266.25,291.74615
-18.75,267.5,291.57147
-18.75,268.75,291.2962
-18.75,270.0,291.14548
-18.75,271.25,290.91556
-18.75,272.5,290.73727
-18.75,273.75,290.5844
-18.75,275.0,290.4032
-18.75,276.25,290.21976
-18.75,277.5,290.0206
-18.75,278.75,289.8018
-18.75,280.0,289.5961
-18.75,281.25,289.4281
-18.75,282.5,289.53397
-18.75,283.75,289.6592
-18.75,285.0,289.77744
-18.75,286.25,289.51913
-18.75,287.5,289.9094
-18.75,288.75,290.77585
-18.75,290.0,284.22208
-18.75,291.25,276.4907
-18.75,292.5,275.03397
-18.75,293.75,277.54474
-18.75,295.0,282.9842
-18.75,296.25,288.0429
-18.75,297.5,292.0319
-18.75,298.75,293.45987
-18.75,300.0,293.50873
-18.75,301.25,294.07715
-18.75,302.5,294.56012
-18.75,303.75,294.93524
-18.75,305.0,294.709
-18.75,306.25,293.20135
-18.75,307.5,292.61017
-18.75,308.75,293.14148
-18.75,310.0,293.61227
-18.75,311.25,293.1246
-18.75,312.5,291.41458
-18.75,313.75,291.44995
-18.75,315.0,292.46524
-18.75,316.25,290.4729
-18.75,317.5,291.58813
-18.75,318.75,292.89148
-18.75,320.0,293.68405
-18.75,321.25,296.19214
-18.75,322.5,296.38196
-18.75,323.75,296.35797
-18.75,325.0,296.21582
-18.75,326.25,296.07974
-18.75,327.5,295.88672
-18.75,328.75,295.74738
-18.75,330.0,295.6691
-18.75,331.25,295.5525
-18.75,332.5,295.37274
-18.75,333.75,295.19193
-18.75,335.0,295.00485
-18.75,336.25,294.78857
-18.75,337.5,294.5672
-18.75,338.75,294.38617
-18.75,340.0,294.23102
-18.75,341.25,294.1175
-18.75,342.5,293.97168
-18.75,343.75,293.8384
-18.75,345.0,293.68085
-18.75,346.25,293.51044
-18.75,347.5,293.31335
-18.75,348.75,293.1291
-18.75,350.0,292.90503
-18.75,351.25,292.7529
-18.75,352.5,292.55597
-18.75,353.75,292.37997
-18.75,355.0,292.19394
-18.75,356.25,292.03125
-18.75,357.5,291.83868
-18.75,358.75,291.62515
-20.0,0.0,291.21573
-20.0,1.25,290.91675
-20.0,2.5,290.71133
-20.0,3.75,290.4365
-20.0,5.0,290.20746
-20.0,6.25,290.0597
-20.0,7.5,289.92276
-20.0,8.75,289.6909
-20.0,10.0,289.2702
-20.0,11.25,288.59735
-20.0,12.5,289.45984
-20.0,13.75,291.5127
-20.0,15.0,291.3636
-20.0,16.25,290.01865
-20.0,17.5,288.92255
-20.0,18.75,288.89505
-20.0,20.0,289.37866
-20.0,21.25,289.978
-20.0,22.5,290.63248
-20.0,23.75,290.39087
-20.0,25.0,290.33517
-20.0,26.25,290.72165
-20.0,27.5,289.84006
-20.0,28.75,288.74716
-20.0,30.0,288.9029
-20.0,31.25,289.46393
-20.0,32.5,290.33914
-20.0,33.75,293.4487
-20.0,35.0,295.24683
-20.0,36.25,295.4238
-20.0,37.5,295.78452
-20.0,38.75,295.92178
-20.0,40.0,296.10007
-20.0,41.25,296.30353
-20.0,42.5,296.90063
-20.0,43.75,297.30508
-20.0,45.0,295.23972
-20.0,46.25,289.7861
-20.0,47.5,286.2514
-20.0,48.75,293.27765
-20.0,50.0,294.84497
-20.0,51.25,295.11154
-20.0,52.5,295.29614
-20.0,53.75,295.16016
-20.0,55.0,294.9695
-20.0,56.25,294.9865
-20.0,57.5,294.95367
-20.0,58.75,294.90912
-20.0,60.0,294.8797
-20.0,61.25,294.81815
-20.0,62.5,294.7556
-20.0,63.75,294.69855
-20.0,65.0,294.64706
-20.0,66.25,294.6135
-20.0,67.5,294.56665
-20.0,68.75,294.51877
-20.0,70.0,294.4789
-20.0,71.25,294.4338
-20.0,72.5,294.39758
-20.0,73.75,294.35794
-20.0,75.0,294.29126
-20.0,76.25,294.21878
-20.0,77.5,294.13126
-20.0,78.75,294.08615
-20.0,80.0,294.05487
-20.0,81.25,294.01474
-20.0,82.5,293.96323
-20.0,83.75,293.9137
-20.0,85.0,293.86255
-20.0,86.25,293.81735
-20.0,87.5,293.80588
-20.0,88.75,293.81516
-20.0,90.0,293.83337
-20.0,91.25,293.83115
-20.0,92.5,293.81467
-20.0,93.75,293.80276
-20.0,95.0,293.83093
-20.0,96.25,293.88208
-20.0,97.5,293.9544
-20.0,98.75,294.0517
-20.0,100.0,294.13675
-20.0,101.25,294.25534
-20.0,102.5,294.3433
-20.0,103.75,294.4312
-20.0,105.0,294.52997
-20.0,106.25,294.66025
-20.0,107.5,294.83105
-20.0,108.75,295.02362
-20.0,110.0,295.19513
-20.0,111.25,295.31622
-20.0,112.5,295.49622
-20.0,113.75,295.58423
-20.0,115.0,295.64282
-20.0,116.25,295.52594
-20.0,117.5,295.53058
-20.0,118.75,295.3682
-20.0,120.0,293.29028
-20.0,121.25,293.35114
-20.0,122.5,293.19562
-20.0,123.75,293.4542
-20.0,125.0,293.49478
-20.0,126.25,293.41052
-20.0,127.5,292.93936
-20.0,128.75,292.47513
-20.0,130.0,292.21216
-20.0,131.25,292.03885
-20.0,132.5,291.78113
-20.0,133.75,291.4306
-20.0,135.0,291.2082
-20.0,136.25,291.3206
-20.0,137.5,291.69543
-20.0,138.75,291.8957
-20.0,140.0,292.11298
-20.0,141.25,292.62567
-20.0,142.5,292.27515
-20.0,143.75,290.65872
-20.0,145.0,289.49167
-20.0,146.25,290.67313
-20.0,147.5,291.98834
-20.0,148.75,293.78137
-20.0,150.0,294.2311
-20.0,151.25,294.57205
-20.0,152.5,294.74142
-20.0,153.75,294.76785
-20.0,155.0,294.76657
-20.0,156.25,294.81464
-20.0,157.5,294.9066
-20.0,158.75,295.03436
-20.0,160.0,295.07495
-20.0,161.25,295.10785
-20.0,162.5,295.13885
-20.0,163.75,295.19382
-20.0,165.0,295.27057
-20.0,166.25,295.48184
-20.0,167.5,295.69977
-20.0,168.75,295.75977
-20.0,170.0,295.92484
-20.0,171.25,296.0548
-20.0,172.5,296.1549
-20.0,173.75,296.24966
-20.0,175.0,296.35242
-20.0,176.25,296.43146
-20.0,177.5,296.47043
-20.0,178.75,296.47003
-20.0,180.0,296.4991
-20.0,181.25,296.52997
-20.0,182.5,296.56198
-20.0,183.75,296.55368
-20.0,185.0,296.54276
-20.0,186.25,296.55048
-20.0,187.5,296.55634
-20.0,188.75,296.54263
-20.0,190.0,296.509
-20.0,191.25,296.478
-20.0,192.5,296.5149
-20.0,193.75,296.53323
-20.0,195.0,296.55777
-20.0,196.25,296.5503
-20.0,197.5,296.5304
-20.0,198.75,296.5271
-20.0,200.0,296.50323
-20.0,201.25,296.4831
-20.0,202.5,296.42557
-20.0,203.75,296.36005
-20.0,205.0,296.3135
-20.0,206.25,296.28818
-20.0,207.5,296.26843
-20.0,208.75,296.279
-20.0,210.0,296.28708
-20.0,211.25,296.28952
-20.0,212.5,296.29816
-20.0,213.75,296.348
-20.0,215.0,296.39267
-20.0,216.25,296.42285
-20.0,217.5,296.43427
-20.0,218.75,296.44226
-20.0,220.0,296.4646
-20.0,221.25,296.4805
-20.0,222.5,296.47186
-20.0,223.75,296.52008
-20.0,225.0,296.5257
-20.0,226.25,296.4755
-20.0,227.5,296.37747
-20.0,228.75,296.32333
-20.0,230.0,296.22232
-20.0,231.25,296.12637
-20.0,232.5,296.04004
-20.0,233.75,295.99704
-20.0,235.0,295.89276
-20.0,236.25,295.78546
-20.0,237.5,295.57166
-20.0,238.75,295.43015
-20.0,240.0,295.29404
-20.0,241.25,295.16455
-20.0,242.5,295.01553
-20.0,243.75,294.85568
-20.0,245.0,294.70645
-20.0,246.25,294.5533
-20.0,247.5,294.40594
-20.0,248.75,294.2318
-20.0,250.0,294.07495
-20.0,251.25,293.88208
-20.0,252.5,293.70483
-20.0,253.75,293.49384
-20.0,255.0,293.32126
-20.0,256.25,293.1033
-20.0,257.5,292.9902
-20.0,258.75,292.76117
-20.0,260.0,292.58795
-20.0,261.25,292.37357
-20.0,262.5,292.15292
-20.0,263.75,291.96625
-20.0,265.0,291.79398
-20.0,266.25,291.58627
-20.0,267.5,291.3906
-20.0,268.75,291.1254
-20.0,270.0,290.90594
-20.0,271.25,290.75497
-20.0,272.5,290.5444
-20.0,273.75,290.42743
-20.0,275.0,290.2487
-20.0,276.25,290.0953
-20.0,277.5,289.883
-20.0,278.75,289.6674
-20.0,280.0,289.4498
-20.0,281.25,289.19174
-20.0,282.5,289.2831
-20.0,283.75,289.27325
-20.0,285.0,289.51724
-20.0,286.25,289.69278
-20.0,287.5,289.15363
-20.0,288.75,289.86298
-20.0,290.0,287.4874
-20.0,291.25,277.5444
-20.0,292.5,273.62622
-20.0,293.75,277.37057
-20.0,295.0,282.09976
-20.0,296.25,286.6567
-20.0,297.5,290.1717
-20.0,298.75,292.2626
-20.0,300.0,293.32434
-20.0,301.25,293.70456
-20.0,302.5,293.69965
-20.0,303.75,293.81012
-20.0,305.0,293.2222
-20.0,306.25,292.39023
-20.0,307.5,292.59042
-20.0,308.75,293.04385
-20.0,310.0,292.96115
-20.0,311.25,292.1364
-20.0,312.5,290.52774
-20.0,313.75,290.1147
-20.0,315.0,290.75317
-20.0,316.25,289.78107
-20.0,317.5,290.90704
-20.0,318.75,292.1975
-20.0,320.0,295.0372
-20.0,321.25,295.97873
-20.0,322.5,296.06415
-20.0,323.75,295.96146
-20.0,325.0,295.83038
-20.0,326.25,295.7091
-20.0,327.5,295.60782
-20.0,328.75,295.46985
-20.0,330.0,295.39246
-20.0,331.25,295.28775
-20.0,332.5,295.15057
-20.0,333.75,294.95322
-20.0,335.0,294.7624
-20.0,336.25,294.5523
-20.0,337.5,294.3034
-20.0,338.75,294.12457
-20.0,340.0,293.95282
-20.0,341.25,293.84106
-20.0,342.5,293.70963
-20.0,343.75,293.58536
-20.0,345.0,293.40945
-20.0,346.25,293.25763
-20.0,347.5,293.05914
-20.0,348.75,292.90042
-20.0,350.0,292.67892
-20.0,351.25,292.48343
-20.0,352.5,292.32608
-20.0,353.75,292.15964
-20.0,355.0,292.0048
-20.0,356.25,291.8398
-20.0,357.5,291.6604
-20.0,358.75,291.40256
-21.25,0.0,290.9878
-21.25,1.25,290.75766
-21.25,2.5,290.53992
-21.25,3.75,290.32632
-21.25,5.0,290.09744
-21.25,6.25,289.9438
-21.25,7.5,289.76227
-21.25,8.75,289.57486
-21.25,10.0,289.22882
-21.25,11.25,288.58575
-21.25,12.5,288.32
-21.25,13.75,290.61423
-21.25,15.0,290.83875
-21.25,16.25,288.8439
-21.25,17.5,287.24182
-21.25,18.75,287.3436
-21.25,20.0,288.10202
-21.25,21.25,288.82217
-21.25,22.5,289.4957
-21.25,23.75,289.25513
-21.25,25.0,289.40802
-21.25,26.25,289.48535
-21.25,27.5,289.12738
-21.25,28.75,289.23013
-21.25,30.0,290.3674
-21.25,31.25,291.87997
-21.25,32.5,293.1203
-21.25,33.75,294.37872
-21.25,35.0,295.10822
-21.25,36.25,295.3509
-21.25,37.5,295.5333
-21.25,38.75,295.52838
-21.25,40.0,295.61227
-21.25,41.25,295.88895
-21.25,42.5,296.47794
-21.25,43.75,296.63068
-21.25,45.0,293.82532
-21.25,46.25,289.26675
-21.25,47.5,287.78622
-21.25,48.75,294.11646
-21.25,50.0,294.8643
-21.25,51.25,294.91983
-21.25,52.5,294.96045
-21.25,53.75,294.8154
-21.25,55.0,294.54977
-21.25,56.25,294.56158
-21.25,57.5,294.58652
-21.25,58.75,294.48532
-21.25,60.0,294.4518
-21.25,61.25,294.35718
-21.25,62.5,294.28857
-21.25,63.75,294.22995
-21.25,65.0,294.1647
-21.25,66.25,294.10025
-21.25,67.5,294.02823
-21.25,68.75,293.9789
-21.25,70.0,293.906
-21.25,71.25,293.86673
-21.25,72.5,293.81546
-21.25,73.75,293.76816
-21.25,75.0,293.70978
-21.25,76.25,293.63684
-21.25,77.5,293.5602
-21.25,78.75,293.5358
-21.25,80.0,293.4882
-21.25,81.25,293.44217
-21.25,82.5,293.35013
-21.25,83.75,293.26822
-21.25,85.0,293.2003
-21.25,86.25,293.16403
-21.25,87.5,293.12524
-21.25,88.75,293.09866
-21.25,90.0,293.10364
-21.25,91.25,293.0855
-21.25,92.5,293.09235
-21.25,93.75,293.06958
