latitude,longitude,t2m
42.5,305.0,291.38757
42.5,306.25,291.43048
42.5,307.5,291.26132
42.5,308.75,290.94424
42.5,310.0,290.71542
42.5,311.25,290.86954
42.5,312.5,291.50986
42.5,313.75,292.30716
42.5,315.0,292.66544
42.5,316.25,292.80673
42.5,317.5,292.8486
42.5,318.75,292.87833
42.5,320.0,292.87323
42.5,321.25,292.82846
42.5,322.5,292.75684
42.5,323.75,292.6597
42.5,325.0,292.52753
42.5,326.25,292.3906
42.5,327.5,292.1961
42.5,328.75,292.02173
42.5,330.0,291.79962
42.5,331.25,291.60184
42.5,332.5,291.4019
42.5,333.75,291.21585
42.5,335.0,291.075
42.5,336.25,290.86557
42.5,337.5,290.64926
42.5,338.75,290.55087
42.5,340.0,290.38202
42.5,341.25,290.2817
42.5,342.5,290.20673
42.5,343.75,290.17175
42.5,345.0,290.179
42.5,346.25,290.20364
42.5,347.5,290.26636
42.5,348.75,290.2867
42.5,350.0,290.6423
42.5,351.25,290.33585
42.5,352.5,289.33047
42.5,353.75,288.97787
42.5,355.0,289.44247
42.5,356.25,290.1754
42.5,357.5,291.1644
42.5,358.75,292.52905
41.25,0.0,294.86282
41.25,1.25,294.1316
41.25,2.5,295.67868
41.25,3.75,295.68546
41.25,5.0,295.43423
41.25,6.25,295.36176
41.25,7.5,295.65424
41.25,8.75,296.29306
41.25,10.0,296.25385
41.25,11.25,296.2824
41.25,12.5,296.6085
41.25,13.75,295.35016
41.25,15.0,296.00156
41.25,16.25,296.55554
41.25,17.5,297.17325
41.25,18.75,297.38525
41.25,20.0,294.67438
41.25,21.25,293.27948
41.25,22.5,294.55103
41.25,23.75,295.0437
41.25,25.0,294.07867
41.25,26.25,296.20065
41.25,27.5,295.92584
41.25,28.75,295.4974
41.25,30.0,295.71268
41.25,31.25,294.9643
41.25,32.5,290.55606
41.25,33.75,289.425
41.25,35.0,290.58496
41.25,36.25,292.11023
41.25,37.5,294.65918
41.25,38.75,294.5271
41.25,40.0,294.07977
41.25,41.25,288.7974
41.25,42.5,287.52316
41.25,43.75,287.4467
41.25,45.0,289.7208
41.25,46.25,291.54407
41.25,47.5,293.40982
41.25,48.75,295.67596
41.25,50.0,297.35098
41.25,51.25,298.59232
41.25,52.5,299.47372
41.25,53.75,300.51465
41.25,55.0,301.82288
41.25,56.25,302.25153
41.25,57.5,302.8502
41.25,58.75,302.5534
41.25,60.0,302.35318
41.25,61.25,302.59024
41.25,62.5,302.3075
41.25,63.75,301.73615
41.25,65.0,301.27988
41.25,66.25,300.58896
41.25,67.5,301.88397
41.25,68.75,300.61395
41.25,70.0,295.7985
41.25,71.25,294.51196
41.25,72.5,293.83896
41.25,73.75,288.42877
41.25,75.0,284.33038
41.25,76.25,284.7131
41.25,77.5,285.00812
41.25,78.75,286.95016
41.25,80.0,291.2886
41.25,81.25,295.10254
41.25,82.5,298.63342
41.25,83.75,300.2298
41.25,85.0,300.60632
41.25,86.25,300.52792
41.25,87.5,300.08673
41.25,88.75,300.21896
41.25,90.0,300.94748
41.25,91.25,301.15253
41.25,92.5,300.60593
41.25,93.75,299.54883
41.25,95.0,297.50705
41.25,96.25,295.532
41.25,97.5,296.14264
41.25,98.75,298.53378
41.25,100.0,300.12152
41.25,101.25,300.2373
41.25,102.5,299.1965
41.25,103.75,298.47015
41.25,105.0,298.21786
41.25,106.25,298.26236
41.25,107.5,297.85135
41.25,108.75,296.4175
41.25,110.0,294.69034
41.25,111.25,293.1126
41.25,112.5,292.18356
41.25,113.75,291.46155
41.25,115.0,291.35138
41.25,116.25,291.9527
41.25,117.5,293.1035
41.25,118.75,293.84372
41.25,120.0,294.9247
41.25,121.25,296.49664
41.25,122.5,296.41333
41.25,123.75,294.75784
41.25,125.0,293.56683
41.25,126.25,291.756
41.25,127.5,289.73434
41.25,128.75,290.02676
41.25,130.0,290.8512
41.25,131.25,290.81497
41.25,132.5,290.63492
41.25,133.75,290.33438
41.25,135.0,290.17288
41.25,136.25,290.16373
41.25,137.5,290.47388
41.25,138.75,291.21463
41.25,140.0,291.36038
41.25,141.25,290.57312
41.25,142.5,290.0997
41.25,143.75,289.6674
41.25,145.0,288.91486
41.25,146.25,288.35092
41.25,147.5,288.2233
41.25,148.75,288.26962
41.25,150.0,288.42673
41.25,151.25,288.64963
41.25,152.5,288.67773
41.25,153.75,288.61795
41.25,155.0,288.4368
41.25,156.25,288.2497
41.25,157.5,288.2393
41.25,158.75,288.21103
41.25,160.0,288.14798
41.25,161.25,288.11417
41.25,162.5,288.16217
41.25,163.75,288.26974
41.25,165.0,288.40512
41.25,166.25,288.70462
41.25,167.5,289.05368
41.25,168.75,289.22083
41.25,170.0,289.26105
41.25,171.25,289.2509
41.25,172.5,289.27704
41.25,173.75,289.37424
41.25,175.0,289.40964
41.25,176.25,289.42566
41.25,177.5,289.45685
41.25,178.75,289.50525
41.25,180.0,289.56256
41.25,181.25,289.659
41.25,182.5,289.80338
41.25,183.75,289.85382
41.25,185.0,289.85507
41.25,186.25,289.8492
41.25,187.5,289.8674
41.25,188.75,289.96033
41.25,190.0,290.0286
41.25,191.25,290.1131
41.25,192.5,290.16913
41.25,193.75,290.195
41.25,195.0,290.2006
41.25,196.25,290.1594
41.25,197.5,290.16757
41.25,198.75,290.09073
41.25,200.0,289.91965
41.25,201.25,289.81006
41.25,202.5,289.66165
41.25,203.75,289.53482
41.25,205.0,289.37967
41.25,206.25,289.24863
41.25,207.5,289.19632
41.25,208.75,289.1484
41.25,210.0,289.1
41.25,211.25,289.03006
41.25,212.5,288.99457
41.25,213.75,289.02493
41.25,215.0,288.9882
41.25,216.25,288.9884
41.25,217.5,289.0003
41.25,218.75,288.99487
41.25,220.0,289.01517
41.25,221.25,288.98477
41.25,222.5,288.93152
41.25,223.75,288.85577
41.25,225.0,288.6756
41.25,226.25,288.6201
41.25,227.5,288.50153
41.25,228.75,288.43726
41.25,230.0,288.31488
41.25,231.25,288.03644
41.25,232.5,287.7925
41.25,233.75,287.01468
41.25,235.0,287.14233
41.25,236.25,291.35284
41.25,237.5,293.65884
41.25,238.75,292.82272
41.25,240.0,293.86673
41.25,241.25,296.31796
41.25,242.5,296.6227
41.25,243.75,294.47263
41.25,245.0,294.22794
41.25,246.25,297.83008
41.25,247.5,297.6791
41.25,248.75,292.09503
41.25,250.0,290.7883
41.25,251.25,294.34393
41.25,252.5,291.99677
41.25,253.75,289.20413
41.25,255.0,291.82013
41.25,256.25,295.7311
41.25,257.5,296.7208
41.25,258.75,296.71545
41.25,260.0,297.0124
41.25,261.25,297.00357
41.25,262.5,297.28107
41.25,263.75,297.5142
41.25,265.0,297.19998
41.25,266.25,297.05594
41.25,267.5,297.13837
41.25,268.75,297.1616
41.25,270.0,297.3834
41.25,271.25,297.22427
41.25,272.5,296.97476
41.25,273.75,296.1393
41.25,275.0,295.7286
41.25,276.25,295.5709
41.25,277.5,295.18854
41.25,278.75,294.62964
41.25,280.0,293.54413
41.25,281.25,292.14722
41.25,282.5,292.04785
41.25,283.75,292.38663
41.25,285.0,293.02417
41.25,286.25,293.70615
41.25,287.5,293.333
41.25,288.75,292.18808
41.25,290.0,290.98785
41.25,291.25,290.19382
41.25,292.5,290.0638
41.25,293.75,290.49026
41.25,295.0,291.53256
41.25,296.25,292.36765
41.25,297.5,292.66528
41.25,298.75,292.78226
41.25,300.0,293.03506
41.25,301.25,293.31696
41.25,302.5,293.36948
41.25,303.75,293.39044
41.25,305.0,293.48712
41.25,306.25,293.55447
41.25,307.5,293.534
41.25,308.75,293.39905
41.25,310.0,293.22968
41.25,311.25,293.13455
41.25,312.5,293.2476
41.25,313.75,293.50143
41.25,315.0,293.66708
41.25,316.25,293.7293
41.25,317.5,293.68893
41.25,318.75,293.67548
41.25,320.0,293.61514
41.25,321.25,293.50357
41.25,322.5,293.43857
41.25,323.75,293.31964
41.25,325.0,293.13028
41.25,326.25,292.9272
41.25,327.5,292.71222
41.25,328.75,292.5248
41.25,330.0,292.3072
41.25,331.25,292.1021
41.25,332.5,291.8995
41.25,333.75,291.71155
41.25,335.0,291.5284
41.25,336.25,291.30185
41.25,337.5,291.15106
41.25,338.75,290.97256
41.25,340.0,290.82376
41.25,341.25,290.7757
41.25,342.5,290.64667
41.25,343.75,290.62662
41.25,345.0,290.62427
41.25,346.25,290.6228
41.25,347.5,290.68335
41.25,348.75,290.6655
41.25,350.0,291.02396
41.25,351.25,291.1194
41.25,352.5,290.47653
41.25,353.75,290.26855
41.25,355.0,290.66415
41.25,356.25,290.4913
41.25,357.5,290.68802
41.25,358.75,293.032
40.0,0.0,295.3187
40.0,1.25,296.16544
40.0,2.5,296.05164
40.0,3.75,296.06317
40.0,5.0,296.0704
40.0,6.25,296.0301
40.0,7.5,296.42636
40.0,8.75,298.29105
40.0,10.0,296.83206
40.0,11.25,296.4899
40.0,12.5,297.1286
40.0,13.75,297.09317
40.0,15.0,296.99872
40.0,16.25,296.9023
40.0,17.5,297.23886
40.0,18.75,297.62198
40.0,20.0,296.12506
40.0,21.25,294.68433
40.0,22.5,296.4709
40.0,23.75,297.64938
40.0,25.0,296.6258
40.0,26.25,296.00366
40.0,27.5,296.29535
40.0,28.75,294.48212
40.0,30.0,293.3702
40.0,31.25,292.603
40.0,32.5,291.83997
40.0,33.75,292.12872
40.0,35.0,291.35516
40.0,36.25,289.34433
40.0,37.5,288.23788
40.0,38.75,288.1394
40.0,40.0,287.32736
40.0,41.25,286.56055
40.0,42.5,286.73492
40.0,43.75,287.93228
40.0,45.0,289.45306
40.0,46.25,291.4206
40.0,47.5,295.47318
40.0,48.75,298.8924
40.0,50.0,298.65518
40.0,51.25,298.7607
40.0,52.5,299.77866
40.0,53.75,302.0226
40.0,55.0,302.78116
40.0,56.25,303.3175
40.0,57.5,304.16754
40.0,58.75,303.9844
40.0,60.0,303.19138
40.0,61.25,303.05032
40.0,62.5,303.25897
40.0,63.75,303.26907
40.0,65.0,302.65225
40.0,66.25,300.04657
40.0,67.5,297.4056
40.0,68.75,294.90756
40.0,70.0,292.24146
40.0,71.25,289.9669
40.0,72.5,286.4625
40.0,73.75,282.75977
40.0,75.0,285.3233
40.0,76.25,292.6623
40.0,77.5,296.08813
40.0,78.75,298.06372
40.0,80.0,301.95184
40.0,81.25,303.2299
40.0,82.5,302.9168
40.0,83.75,302.31717
40.0,85.0,302.06512
40.0,86.25,302.9736
40.0,87.5,303.26505
40.0,88.75,302.12817
40.0,90.0,300.755
40.0,91.25,299.49414
40.0,92.5,297.81363
40.0,93.75,296.17905
40.0,95.0,293.35168
40.0,96.25,290.46985
40.0,97.5,291.41458
40.0,98.75,294.7924
40.0,100.0,297.55978
40.0,101.25,298.77798
40.0,102.5,298.52457
40.0,103.75,297.8433
40.0,105.0,297.89255
40.0,106.25,298.21594
40.0,107.5,297.65213
40.0,108.75,296.24866
40.0,110.0,295.3062
40.0,111.25,294.0841
40.0,112.5,292.76602
40.0,113.75,291.98337
40.0,115.0,293.24356
40.0,116.25,295.78616
40.0,117.5,297.43393
40.0,118.75,296.7848
40.0,120.0,295.4439
40.0,121.25,295.67477
40.0,122.5,296.0092
40.0,123.75,294.7196
40.0,125.0,295.21664
40.0,126.25,293.88187
40.0,127.5,290.33292
40.0,128.75,292.88434
40.0,130.0,292.81387
40.0,131.25,292.50238
40.0,132.5,292.6248
40.0,133.75,292.5228
40.0,135.0,292.26767
40.0,136.25,291.88672
40.0,137.5,292.09128
40.0,138.75,293.21356
40.0,140.0,293.77252
40.0,141.25,292.44153
40.0,142.5,291.76495
40.0,143.75,291.95175
40.0,145.0,291.42813
40.0,146.25,290.78833
40.0,147.5,290.6851
40.0,148.75,290.8051
40.0,150.0,290.91327
40.0,151.25,290.78867
40.0,152.5,290.4907
40.0,153.75,290.3351
40.0,155.0,290.1526
40.0,156.25,290.07675
40.0,157.5,290.12497
40.0,158.75,290.17654
40.0,160.0,290.25507
40.0,161.25,290.284
40.0,162.5,290.38663
40.0,163.75,290.5674
40.0,165.0,290.8305
40.0,166.25,291.1518
40.0,167.5,291.29202
40.0,168.75,291.25684
40.0,170.0,291.06592
40.0,171.25,290.88467
40.0,172.5,290.89572
40.0,173.75,290.88345
40.0,175.0,290.79257
40.0,176.25,290.77454
40.0,177.5,290.77115
40.0,178.75,290.78125
40.0,180.0,290.8742
40.0,181.25,290.98315
40.0,182.5,291.09454
40.0,183.75,291.1558
40.0,185.0,291.17383
40.0,186.25,291.1807
40.0,187.5,291.18073
40.0,188.75,291.21466
40.0,190.0,291.1796
40.0,191.25,291.14743
40.0,192.5,291.18814
40.0,193.75,291.23328
40.0,195.0,291.25638
40.0,196.25,291.1912
40.0,197.5,291.17145
40.0,198.75,291.11758
40.0,200.0,291.00842
40.0,201.25,290.93143
40.0,202.5,290.8239
40.0,203.75,290.72458
40.0,205.0,290.5735
40.0,206.25,290.42145
40.0,207.5,290.3494
40.0,208.75,290.31406
40.0,210.0,290.21362
40.0,211.25,290.14944
40.0,212.5,290.18045
40.0,213.75,290.15527
40.0,215.0,290.1234
40.0,216.25,290.04144
40.0,217.5,289.98392
40.0,218.75,289.94907
40.0,220.0,289.91028
40.0,221.25,289.87872
40.0,222.5,289.74738
40.0,223.75,289.6123
40.0,225.0,289.3643
40.0,226.25,289.2197
40.0,227.5,289.12317
40.0,228.75,288.91888
40.0,230.0,288.8007
40.0,231.25,288.434
40.0,232.5,288.0367
40.0,233.75,287.23407
40.0,235.0,287.13962
40.0,236.25,291.28775
40.0,237.5,295.86835
40.0,238.75,295.2655
40.0,240.0,294.26672
40.0,241.25,296.87866
40.0,242.5,297.6207
40.0,243.75,293.8336
40.0,245.0,293.93533
40.0,246.25,299.02933
40.0,247.5,298.91794
40.0,248.75,293.44226
40.0,250.0,294.19052
40.0,251.25,296.10367
40.0,252.5,290.15594
40.0,253.75,286.60184
40.0,255.0,291.22324
40.0,256.25,296.19794
40.0,257.5,297.22928
40.0,258.75,297.85626
40.0,260.0,298.74008
40.0,261.25,298.8714
40.0,262.5,299.01004
40.0,263.75,298.9224
40.0,265.0,298.49124
40.0,266.25,298.37204
40.0,267.5,298.2874
40.0,268.75,298.39178
40.0,270.0,298.7623
40.0,271.25,298.34225
40.0,272.5,297.6873
40.0,273.75,296.87924
40.0,275.0,296.1138
40.0,276.25,295.58344
40.0,277.5,295.1883
40.0,278.75,294.68414
40.0,280.0,293.34415
40.0,281.25,292.72763
40.0,282.5,294.21005
40.0,283.75,295.18576
40.0,285.0,295.27005
40.0,286.25,294.74686
40.0,287.5,293.93405
40.0,288.75,293.41382
40.0,290.0,292.97784
40.0,291.25,292.8691
40.0,292.5,293.46582
40.0,293.75,294.10083
40.0,295.0,294.64294
40.0,296.25,294.86346
40.0,297.5,294.92444
40.0,298.75,294.9783
40.0,300.0,294.97644
40.0,301.25,294.9822
40.0,302.5,294.95404
40.0,303.75,294.95264
40.0,305.0,294.92252
40.0,306.25,294.8333
40.0,307.5,294.75693
40.0,308.75,294.7114
40.0,310.0,294.66074
40.0,311.25,294.59863
40.0,312.5,294.53708
40.0,313.75,294.51978
40.0,315.0,294.52673
40.0,316.25,294.487
40.0,317.5,294.47983
40.0,318.75,294.4319
40.0,320.0,294.27847
40.0,321.25,294.17862
40.0,322.5,294.06064
40.0,323.75,293.88885
40.0,325.0,293.71683
40.0,326.25,293.4969
40.0,327.5,293.23846
40.0,328.75,293.01447
40.0,330.0,292.80682
40.0,331.25,292.56323
40.0,332.5,292.338
40.0,333.75,292.1611
40.0,335.0,291.96313
40.0,336.25,291.77808
40.0,337.5,291.6213
40.0,338.75,291.41153
40.0,340.0,291.32
40.0,341.25,291.22733
40.0,342.5,291.079
40.0,343.75,291.11838
40.0,345.0,291.06345
40.0,346.25,291.05157
40.0,347.5,291.16525
40.0,348.75,291.0678
40.0,350.0,291.46582
40.0,351.25,293.00677
40.0,352.5,293.15637
40.0,353.75,293.2281
40.0,355.0,294.11957
40.0,356.25,294.08246
40.0,357.5,292.9101
40.0,358.75,293.86127
38.75,0.0,295.81512
38.75,1.25,295.76517
38.75,2.5,295.93167
38.75,3.75,296.23285
38.75,5.0,296.2921
38.75,6.25,296.1442
38.75,7.5,296.0524
38.75,8.75,296.10645
38.75,10.0,296.41248
38.75,11.25,296.69302
38.75,12.5,296.96906
38.75,13.75,297.1903
38.75,15.0,297.24442
38.75,16.25,297.21436
38.75,17.5,297.39862
38.75,18.75,297.75034
38.75,20.0,297.58582
38.75,21.25,297.2394
38.75,22.5,296.9295
38.75,23.75,296.72296
38.75,25.0,295.92285
38.75,26.25,296.1172
38.75,27.5,298.15552
38.75,28.75,295.82327
38.75,30.0,292.0946
38.75,31.25,292.19235
38.75,32.5,293.1623
38.75,33.75,292.85364
38.75,35.0,291.56796
38.75,36.25,289.35312
38.75,37.5,290.20413
38.75,38.75,293.16257
38.75,40.0,294.11115
38.75,41.25,293.54807
38.75,42.5,291.56824
38.75,43.75,289.89127
38.75,45.0,291.8117
38.75,46.25,291.81958
38.75,47.5,292.05875
38.75,48.75,296.05682
38.75,50.0,299.60947
38.75,51.25,299.88962
38.75,52.5,300.15915
38.75,53.75,301.6559
38.75,55.0,302.77753
38.75,56.25,301.85223
38.75,57.5,301.8509
38.75,58.75,303.504
38.75,60.0,304.4719
38.75,61.25,304.14093
38.75,62.5,304.2447
38.75,63.75,304.62228
38.75,65.0,303.9669
38.75,66.25,299.9379
38.75,67.5,294.77188
38.75,68.75,293.09302
38.75,70.0,291.13272
38.75,71.25,283.16418
38.75,72.5,276.00345
38.75,73.75,275.3546
38.75,75.0,280.70483
38.75,76.25,291.26993
38.75,77.5,299.51932
38.75,78.75,301.86676
38.75,80.0,301.48734
38.75,81.25,301.80133
38.75,82.5,302.6286
38.75,83.75,303.17902
38.75,85.0,302.6172
38.75,86.25,300.78314
38.75,87.5,297.38284
38.75,88.75,292.15417
38.75,90.0,287.93195
38.75,91.25,288.04504
38.75,92.5,289.89053
38.75,93.75,289.26245
38.75,95.0,284.29562
38.75,96.25,278.925
38.75,97.5,277.58096
38.75,98.75,280.1851
38.75,100.0,285.65118
38.75,101.25,291.37674
38.75,102.5,295.13965
38.75,103.75,297.5907
38.75,105.0,298.16678
38.75,106.25,298.1066
38.75,107.5,296.40213
38.75,108.75,295.6367
38.75,110.0,296.21335
38.75,111.25,295.338
38.75,112.5,293.78015
38.75,113.75,294.18915
38.75,115.0,296.99164
38.75,116.25,299.21368
38.75,117.5,299.17523
38.75,118.75,297.05847
38.75,120.0,295.52744
38.75,121.25,295.28235
38.75,122.5,295.20526
38.75,123.75,294.46158
38.75,125.0,294.3749
38.75,126.25,294.53357
38.75,127.5,294.1559
38.75,128.75,293.91312
38.75,130.0,294.16626
38.75,131.25,294.0241
38.75,132.5,293.9913
38.75,133.75,294.06244
38.75,135.0,293.7227
38.75,136.25,293.54102
38.75,137.5,294.26434
38.75,138.75,294.69687
38.75,140.0,293.65314
38.75,141.25,293.62308
38.75,142.5,294.16263
38.75,143.75,294.07355
38.75,145.0,293.43134
38.75,146.25,292.89832
38.75,147.5,292.82584
38.75,148.75,293.00998
38.75,150.0,292.9627
38.75,151.25,292.58124
38.75,152.5,292.24878
38.75,153.75,292.11414
38.75,155.0,292.00272
38.75,156.25,292.0408
38.75,157.5,292.0805
38.75,158.75,292.0856
38.75,160.0,292.1336
38.75,161.25,292.14072
38.75,162.5,292.25467
38.75,163.75,292.42792
38.75,165.0,292.6313
38.75,166.25,292.71484
38.75,167.5,292.64645
38.75,168.75,292.60272
38.75,170.0,292.407
38.75,171.25,292.2771
38.75,172.5,292.2666
38.75,173.75,292.16122
38.75,175.0,292.0647
38.75,176.25,292.0665
38.75,177.5,292.09546
38.75,178.75,292.13788
38.75,180.0,292.23785
38.75,181.25,292.291
38.75,182.5,292.33246
38.75,183.75,292.38065
38.75,185.0,292.3318
38.75,186.25,292.29062
38.75,187.5,292.30313
38.75,188.75,292.37524
38.75,190.0,292.39777
38.75,191.25,292.36304
38.75,192.5,292.34866
38.75,193.75,292.309
38.75,195.0,292.26346
38.75,196.25,292.19925
38.75,197.5,292.10538
38.75,198.75,291.99823
38.75,200.0,291.95038
38.75,201.25,291.892
38.75,202.5,291.82812
38.75,203.75,291.74292
38.75,205.0,291.57553
38.75,206.25,291.4751
38.75,207.5,291.37924
38.75,208.75,291.3885
38.75,210.0,291.35904
38.75,211.25,291.29257
38.75,212.5,291.26932
38.75,213.75,291.13425
38.75,215.0,291.11874
38.75,216.25,291.02258
38.75,217.5,290.93945
38.75,218.75,290.87778
38.75,220.0,290.74307
38.75,221.25,290.73514
38.75,222.5,290.5052
38.75,223.75,290.29745
38.75,225.0,290.03485
38.75,226.25,289.8094
38.75,227.5,289.7662
38.75,228.75,289.5237
38.75,230.0,289.36093
38.75,231.25,288.9651
38.75,232.5,288.3888
38.75,233.75,287.61136
38.75,235.0,286.8087
38.75,236.25,288.03885
38.75,237.5,294.67172
38.75,238.75,296.76483
38.75,240.0,293.32138
38.75,241.25,292.07053
38.75,242.5,295.26328
38.75,243.75,294.7243
38.75,245.0,295.382
38.75,246.25,297.54254
38.75,247.5,295.92462
38.75,248.75,296.35236
38.75,250.0,299.60355
38.75,251.25,296.65613
38.75,252.5,288.2956
38.75,253.75,286.0495
38.75,255.0,291.67557
38.75,256.25,296.57635
38.75,257.5,297.64954
38.75,258.75,298.44748
38.75,260.0,299.4962
38.75,261.25,300.00046
38.75,262.5,299.89383
38.75,263.75,299.45593
38.75,265.0,299.19812
38.75,266.25,299.05743
38.75,267.5,298.71732
38.75,268.75,298.7172
38.75,270.0,298.77844
38.75,271.25,298.98004
38.75,272.5,298.03415
38.75,273.75,297.3638
38.75,275.0,296.47107
38.75,276.25,296.16064
38.75,277.5,295.95413
38.75,278.75,294.43997
38.75,280.0,292.7509
38.75,281.25,293.36176
38.75,282.5,295.87796
38.75,283.75,296.8857
38.75,285.0,295.73398
38.75,286.25,295.21753
38.75,287.5,295.1841
38.75,288.75,295.5615
38.75,290.0,295.56656
38.75,291.25,295.67316
38.75,292.5,296.20294
38.75,293.75,296.32675
38.75,295.0,296.29752
38.75,296.25,296.27472
38.75,297.5,296.195
38.75,298.75,295.98764
38.75,300.0,295.84625
38.75,301.25,295.8765
38.75,302.5,295.84583
38.75,303.75,295.7483
38.75,305.0,295.6535
38.75,306.25,295.59592
38.75,307.5,295.50284
38.75,308.75,295.4698
38.75,310.0,295.45227
38.75,311.25,295.37012
38.75,312.5,295.29196
38.75,313.75,295.22504
38.75,315.0,295.19604
38.75,316.25,295.14865
38.75,317.5,295.11282
38.75,318.75,295.01804
38.75,320.0,294.8919
38.75,321.25,294.76596
38.75,322.5,294.59537
38.75,323.75,294.4305
38.75,325.0,294.18216
38.75,326.25,293.94577
38.75,327.5,293.72855
38.75,328.75,293.45248
38.75,330.0,293.18665
38.75,331.25,292.87958
38.75,332.5,292.64044
38.75,333.75,292.48602
38.75,335.0,292.3483
38.75,336.25,292.1839
38.75,337.5,291.97903
38.75,338.75,291.83353
38.75,340.0,291.6844
38.75,341.25,291.57736
38.75,342.5,291.57306
38.75,343.75,291.5255
38.75,345.0,291.4083
38.75,346.25,291.42972
38.75,347.5,291.4755
38.75,348.75,291.2745
38.75,350.0,291.85376
38.75,351.25,294.42227
38.75,352.5,295.5738
38.75,353.75,295.46194
38.75,355.0,295.8673
38.75,356.25,294.64444
38.75,357.5,294.17535
38.75,358.75,296.29526
37.5,0.0,296.52817
37.5,1.25,296.50684
37.5,2.5,296.6954
37.5,3.75,296.7091
37.5,5.0,296.76846
37.5,6.25,296.79153
37.5,7.5,296.95657
37.5,8.75,296.89883
37.5,10.0,296.88684
37.5,11.25,296.73654
37.5,12.5,296.82553
37.5,13.75,298.2168
37.5,15.0,298.6918
37.5,16.25,297.89874
37.5,17.5,297.81686
37.5,18.75,297.5141
37.5,20.0,297.39072
37.5,21.25,297.21454
37.5,22.5,297.79858
37.5,23.75,296.90372
37.5,25.0,296.2301
37.5,26.25,296.53333
37.5,27.5,299.7678
37.5,28.75,297.63974
37.5,30.0,294.59247
37.5,31.25,294.3062
37.5,32.5,293.69278
37.5,33.75,292.9784
37.5,35.0,294.39056
37.5,36.25,295.615
37.5,37.5,296.87128
37.5,38.75,298.7268
37.5,40.0,299.62433
37.5,41.25,299.27185
37.5,42.5,296.7289
37.5,43.75,293.0651
37.5,45.0,293.87747
37.5,46.25,294.0947
37.5,47.5,291.32877
37.5,48.75,292.60117
37.5,50.0,295.62363
37.5,51.25,298.33005
37.5,52.5,299.2157
37.5,53.75,300.19995
37.5,55.0,300.45386
37.5,56.25,298.29788
37.5,57.5,296.425
37.5,58.75,298.28848
37.5,60.0,302.37784
37.5,61.25,304.12497
37.5,62.5,303.90842
37.5,63.75,303.51987
37.5,65.0,304.214
37.5,66.25,303.3178
37.5,67.5,302.32272
37.5,68.75,302.49963
37.5,70.0,296.67108
37.5,71.25,284.88962
37.5,72.5,278.7385
37.5,73.75,278.94525
37.5,75.0,279.7132
37.5,76.25,283.37436
37.5,77.5,290.46268
37.5,78.75,296.31708
37.5,80.0,299.93378
37.5,81.25,301.29068
37.5,82.5,299.60907
37.5,83.75,296.29535
37.5,85.0,291.9646
37.5,86.25,285.50272
37.5,87.5,279.6945
37.5,88.75,277.89645
37.5,90.0,279.28455
37.5,91.25,282.66568
37.5,92.5,288.10098
37.5,93.75,291.27112
37.5,95.0,289.21246
37.5,96.25,286.67407
37.5,97.5,283.83548
37.5,98.75,279.99725
37.5,100.0,280.58298
37.5,101.25,282.86435
37.5,102.5,287.0742
37.5,103.75,293.7758
37.5,105.0,296.21362
37.5,106.25,296.3162
37.5,107.5,295.98416
37.5,108.75,295.41418
37.5,110.0,296.1204
37.5,111.25,295.38983
37.5,112.5,293.72742
37.5,113.75,295.11856
37.5,115.0,298.904
37.5,116.25,300.0032
37.5,117.5,299.09015
37.5,118.75,298.9002
37.5,120.0,297.7272
37.5,121.25,297.61966
37.5,122.5,295.83084
37.5,123.75,295.0568
37.5,125.0,294.65585
37.5,126.25,294.46774
37.5,127.5,294.88367
37.5,128.75,294.40167
37.5,130.0,294.62582
37.5,131.25,295.00815
37.5,132.5,295.06448
37.5,133.75,295.30807
37.5,135.0,295.2386
37.5,136.25,295.2587
37.5,137.5,295.37122
37.5,138.75,295.04956
37.5,140.0,294.57214
37.5,141.25,294.6526
37.5,142.5,295.57843
37.5,143.75,295.59302
37.5,145.0,294.94107
37.5,146.25,294.49698
37.5,147.5,294.3623
37.5,148.75,294.454
37.5,150.0,294.40607
37.5,151.25,294.18762
37.5,152.5,293.95303
37.5,153.75,293.7655
37.5,155.0,293.5844
37.5,156.25,293.42618
37.5,157.5,293.38458
37.5,158.75,293.42267
37.5,160.0,293.50925
37.5,161.25,293.56818
37.5,162.5,293.60245
37.5,163.75,293.5949
37.5,165.0,293.62564
37.5,166.25,293.6875
37.5,167.5,293.69434
37.5,168.75,293.66257
37.5,170.0,293.54245
37.5,171.25,293.45737
37.5,172.5,293.39883
37.5,173.75,293.36087
37.5,175.0,293.3873
37.5,176.25,293.42526
37.5,177.5,293.48666
37.5,178.75,293.48752
37.5,180.0,293.493
37.5,181.25,293.48816
37.5,182.5,293.41907
37.5,183.75,293.38043
37.5,185.0,293.31754
37.5,186.25,293.31296
37.5,187.5,293.35602
37.5,188.75,293.37045
37.5,190.0,293.3455
37.5,191.25,293.31497
37.5,192.5,293.26602
37.5,193.75,293.16953
37.5,195.0,293.1034
37.5,196.25,293.08017
37.5,197.5,293.02438
37.5,198.75,292.92026
37.5,200.0,292.87808
37.5,201.25,292.81436
37.5,202.5,292.73578
37.5,203.75,292.69412
37.5,205.0,292.57425
37.5,206.25,292.49954
37.5,207.5,292.36835
37.5,208.75,292.2974
37.5,210.0,292.2453
37.5,211.25,292.16592
