Date,Temperature maximale
2017-07-26,25.294824600219727
2017-07-27,24.207422256469727
2017-07-28,22.809961318969727
2017-07-29,22.406152725219727
2017-07-30,25.728418350219727
2017-07-31,26.571191787719727
2017-08-01,27.663721084594727
2017-08-02,28.602685928344727
2017-08-03,27.788476943969727
2017-08-04,29.297998428344727
2017-08-05,25.104150772094727
2017-08-06,21.428613662719727
2017-08-07,22.262353897094727
2017-08-08,23.831933975219727
2017-08-09,24.787744522094727
2017-08-10,27.217432022094727
2017-08-11,28.088769912719727
2017-08-12,25.386621475219727
2017-08-13,25.204492568969727
2017-08-14,25.952051162719727
2017-08-15,24.329248428344727
2017-08-16,22.2808780670166
2017-08-17,26.148096084594727
2017-08-18,24.073633193969727
2017-08-19,25.465478897094727
2017-08-20,24.931787490844727
2017-08-21,28.391138076782227
2017-08-22,27.815820693969727
2017-08-23,24.548242568969727
2017-08-24,20.573755264282227
2017-08-25,20.783044815063477
2017-08-26,20.661157608032227
2017-08-27,22.256006240844727
2017-08-28,23.620508193969727
2017-08-29,23.896997451782227
2017-08-30,24.271570205688477
2017-08-31,19.128015518188477
2017-09-01,15.183374404907227
2017-09-02,19.867578506469727
2017-09-03,14.294214248657227
2017-09-04,22.803064346313477
2017-09-05,23.154199600219727
2017-09-06,20.34514808654785
2017-09-07,18.184289932250977
2017-09-08,18.1562442779541
2017-09-09,16.377405166625977
2017-09-10,19.360559463500977
2017-09-11,24.1387882232666
2017-09-12,24.7769718170166
2017-09-13,26.923730850219727
2017-09-14,27.5274600982666
2017-09-15,27.500024795532227
2017-09-16,27.774560928344727
2017-09-17,28.382837295532227
2017-09-18,28.720239639282227
2017-09-19,28.66216468811035
2017-09-20,28.457300186157227
2017-09-21,27.439783096313477
2017-09-22,27.527063369750977
2017-09-23,30.162500381469727
2017-09-24,32.716941833496094
2017-09-25,32.079734802246094
2017-09-26,31.770898818969727
2017-09-27,31.825037002563477
2017-09-28,25.688135147094727
2017-09-29,13.795648574829102
2017-09-30,13.777582168579102
2017-10-01,17.532434463500977
2017-10-02,18.564050674438477
2017-10-03,23.061120986938477
2017-10-04,25.096460342407227
2017-10-05,21.055078506469727
2017-10-06,19.510156631469727
2017-10-07,19.740686416625977
2017-10-08,24.062707901000977
2017-10-09,19.710779190063477
2017-10-10,22.783349990844727
2017-10-11,19.623254776000977
2017-10-12,13.882623672485352
2017-10-13,17.060937881469727
2017-10-14,18.431970596313477
2017-10-15,24.8535099029541
2017-10-16,22.487085342407227
2017-10-17,12.439447402954102
2017-10-18,18.238977432250977
2017-10-19,19.867151260375977
2017-10-20,15.944208145141602
2017-10-21,20.860193252563477
2017-10-22,23.562768936157227
2017-10-23,22.2614688873291
2017-10-24,19.293603897094727
2017-10-25,17.4457950592041
2017-10-26,12.864404678344727
2017-10-27,12.353357315063477
2017-10-28,17.911951065063477
2017-10-29,14.443964004516602
2017-10-30,14.125879287719727
2017-10-31,9.002252578735352
2017-11-01,8.471399307250977
2017-11-02,11.370996475219727
2017-11-03,14.854639053344727
2017-11-04,7.954644680023193
2017-11-05,8.753229141235352
2017-11-06,12.746576309204102
2017-11-07,5.805749416351318
2017-11-08,3.7448973655700684
2017-11-09,6.642419338226318
2017-11-10,3.8700499534606934
2017-11-11,-1.565100073814392
2017-11-12,-0.2892211973667145
2017-11-13,1.908410668373108
2017-11-14,1.614892601966858
2017-11-15,4.287255764007568
2017-11-16,5.691979885101318
2017-11-17,3.8451476097106934
2017-11-18,2.8835692405700684
2017-11-19,1.518151879310608
2017-11-20,-1.205236792564392
2017-11-21,5.629113674163818
2017-11-22,2.4103636741638184
2017-11-23,-0.3864502012729645
2017-11-24,3.2464842796325684
2017-11-25,3.4098143577575684
2017-11-26,2.0712523460388184
2017-11-27,-0.8736327886581421
2017-11-28,0.5977417230606079
2017-11-29,2.4721922874450684
2017-11-30,0.00795898400247097
2017-12-01,2.5264830589294434
2017-12-02,2.6223387718200684
2017-12-03,1.181420922279358
2017-12-04,1.983361840248108
2017-12-05,4.495355129241943
2017-12-06,3.9193968772888184
2017-12-07,1.013391137123108
2017-12-08,0.6178222894668579
2017-12-09,0.6684814691543579
2017-12-10,-0.6952270269393921
2017-12-11,-2.7577881813049316
2017-12-12,-2.6816163063049316
2017-12-13,-2.9994263648986816
2017-12-14,-11.927831649780273
2017-12-15,-9.635961532592773
2017-12-16,-6.099127292633057
2017-12-17,-8.267980575561523
2017-12-18,-8.002782821655273
2017-12-19,0.4656005799770355
2017-12-20,0.7477051019668579
2017-12-21,-6.930090427398682
2017-12-22,-12.091497421264648
2017-12-23,-5.469152927398682
2017-12-24,-3.7116456031799316
2017-12-25,-6.379065036773682
2017-12-26,-7.215826511383057
2017-12-27,-18.818960189819336
2017-12-28,-19.372121810913086
2017-12-29,-16.453222274780273
2017-12-30,-16.208837509155273
2017-12-31,-16.77277183532715
